la-maintained-school-eng	school-type	foundation-trust	school-federation
128390	7		
128391	7		
128392	1		
128393	1		
128394	1		
128395	1		
128396	1		
128397	1		
128398	1		
128399	1		
128400	1		
128401	1		
128402	1		
128403	1		
128404	1		
128405	1		
128406	1		
128407	1		
128408	1		
128409	1		
128410	1		
128411	1		
128412	1		
128413	1		
128414	1		
128415	1		
128416	1		
128417	1		
128418	1		
128419	1		
128420	1		
128421	1		
128422	1		
128423	1		
128424	1		
128425	1		
128426	1		
128427	1		
128428	1		
128429	1		
128430	1		
128431	1		
128432	1		
128433	1		
128434	1		
128435	1		
128436	1		
128437	1		
128438	1		
128439	1		
128440	1		
128441	1		
128442	1		
128443	1		
128444	1		
128445	1		
128446	3		
128447	3		
128448	3		
128449	3		
128450	3		
128451	2		
128452	2		
128453	2		
128454	2		
128455	2		
128456	2		
128457	2		
128458	2		
128459	2		
128460	2		
128461	2		
128462	2		
128463	2		
128464	2		
128465	2		
128466	2		
128467	1		
128468	1		
128469	1		
128470	1		
128471	1		
128472	3		
128473	2		
128474	2		
128475	2		
128487	7		
128488	7		
128489	1		
128490	1		
128491	1		
128492	1		
128493	1		
128494	1		
128495	1		
128496	1		
128497	1		
128498	1		
128499	1		
128500	1		
128501	1		
128502	1		
128503	1		
128504	1		
128505	1		
128506	1		
128507	1		
128508	3		
128509	2		
128510	1		
128511	1		
128512	1		
128513	1		
128514	1		
128515	1		
128518	1		
128519	1		
128520	3		
128522	2		
128525	7		
128526	7		
128527	7		
128528	7		
128529	7		
128530	7		
128531	7		
128532	7		
128533	7		
128534	7		
128535	7		
128536	1		
128537	1		
128538	1		
128539	1		
128540	1		
128541	1		
128542	1		
128543	1		
128544	1		
128545	1		
128546	1		
128547	1		
128548	3		
128549	3		
128550	2		
128551	2		
128552	2		
128553	2		
128554	2		
128555	2		
128556	1		
128557	1		
128564	15		
128565	14		
128566	14		
128567	1		
128568	1		
128569	1		
128570	1		
128571	1		
128572	1		
128573	1		
128574	1		
128575	1		
128576	1		
128577	1		
128578	1		
128579	1		
128580	1		
128581	1		
128582	1		
128583	1		
128584	1		
128585	1		
128586	1		
128587	3		
128588	3		
128589	3		
128590	3		
128592	3		
128593	3		
128594	3		
128595	3		
128596	3		
128597	2		
128598	2		
128599	2		
128600	2		
128601	2		
128602	1		
128603	1		
128607	7		
128608	7		
128609	7		
128610	7		
128611	7		
128612	7		
128613	7		
128615	1		
128616	1		
128617	1		
128618	1		
128619	1		
128620	1		
128621	1		
128622	1		
128623	1		
128624	3		
128625	3		
128626	3		
128627	3		
128628	3		
128629	2		
128630	2		
128631	2		
128632	1		
128633	1		
128634	1		
128635	1		
128636	1		
128637	1		
128638	1		
128639	1		
128640	1		
128641	1		
128642	1		
128643	1		
128644	1		
128645	1		
128646	1		
128647	1		
128648	1		
128649	1		
128650	1		
128651	1		
128652	1		
128653	1		
128654	1		
128655	1		
128656	1		
128657	1		
128658	1		
128659	1		
128660	1		
128661	1		
128662	1		
128663	1		
128664	1		
128665	1		
128666	1		
128667	1		
128668	1		
128669	3		
128670	3		
128679	7		
128680	7		
128681	7		
128682	7		
128683	1		
128684	1		
128685	1		
128686	1		
128687	1		
128688	1		
128689	1		
128690	1		
128691	1		
128692	1		
128693	1		
128694	1		
128695	1		
128696	1		
128697	1		
128698	1		
128699	1		
128700	1		
128701	1		
128702	1		
128703	1		
128704	1		
128705	1		
128706	3		
128707	3		
128708	3		
128709	2		
128710	2		
128711	2		
128712	2		
128713	2		
128714	2		
128715	1		
128716	1		
128717	1		
128718	1		
128719	1		
128720	1		
128721	1		
128722	1		
128723	1		
128724	1		
128725	1		
128726	1		
128727	1		
128728	1		
128729	2		
128763	7		
128764	7		
128765	7		
128766	7		
128767	1		
128769	1		
128770	1		
128771	1		
128772	1		
128773	1		
128774	1		
128775	1		
128776	1		
128777	1		
128778	3		
128779	3		
128780	3		
128781	3		
128782	3		
128783	3		
128784	2		
128785	2		
128786	1		
128787	1		
128788	1		
128789	3		
128790	2		
128809	7		
128810	7		
128811	7		
128812	15		
128813	1		
128814	1		
128815	1		
128816	1		
128817	2		
128818	2		
128819	2		
128820	2		
128821	2		
128822	1		
128823	1		
128824	1		
128827	7		
128828	7		
128829	7		
128830	7		
128831	7		
128832	7		
128833	15		
128834	1		
128835	1		
128836	1		
128837	1		
128838	1		
128839	1		
128840	3		
128841	3		
128842	2		
128843	1		
128844	1		
128845	1		
128846	1		
128847	1		
128848	1		
128880	7		
128881	7		
128882	1		
128883	1		
128884	1		
128885	1		
128886	1		
128887	1		
128888	1		
128889	1		
128890	1		
128891	1		
128892	1		
128893	1		
128894	1		
128895	1		
128896	1		
128897	1		
128898	1		
128899	1		
128900	1		
128901	3		
128902	2		
128903	1		
128904	1		
128905	1		
128906	1		
128907	1		
128908	1		
128909	1		
128910	3		
128911	2		
128931	7		
128933	7		
128934	7		
128935	7		
128936	7		
128937	7		
128938	1		
128939	1		
128940	1		
128941	1		
128942	1		
128943	1		
128944	1		
128945	1		
128946	3		
128947	3		
128948	2		
128949	2		
128950	2		
128951	2		
128952	2		
128953	1		
128954	1		
128955	1		
128956	1		
128957	1		
128958	1		
128959	1		
128960	3		
128961	3		
128975	14		
128976	1		
128977	1		
128978	1		
128979	1		
128980	1		
128981	1		
128982	1		
128983	1		
128984	1		
128985	1		
128986	1		
128987	1		
128988	1		
128989	1		
128990	1		
128992	1		
128993	1		
128994	1		
128995	1		
128996	1		
128997	1		
128998	1		
128999	1		
129000	1		
129001	1		
129002	1		
129003	1		
129004	1		
129005	1		
129006	1		
129007	1		
129008	1		
129009	1		
129010	1		
129011	1		
129012	1		
129013	1		
129014	1		
129015	1		
129016	1		
129017	1		
129018	1		
129019	1		
129020	1		
129021	1		
129022	1		
129024	3		
129025	3		
129026	3		
129027	3		
129028	2		
129029	2		
129030	2		
129031	2		
129032	1		
129033	1		
129034	1		
129035	1		
129036	1		
129037	1		
129038	1		
129039	1		
129040	1		
129041	1		
129042	1		
129043	1		
129044	1		
129045	1		
129046	1		
129047	1		
129048	3		
129068	7		
129069	7		
129070	7		
129071	7		
129072	7		
129073	7		
129074	1		
129075	1		
129076	1		
129077	1		
129078	1		
129079	1		
129080	1		
129081	3		
129082	3		
129083	3		
129084	3		
129085	2		
129086	2		
129087	1		
129088	1		
129089	1		
129090	1		
129091	1		
129092	2		
129107	7		
129108	7		
129109	15		
129110	1		
129111	1		
129112	1		
129113	1		
129114	1		
129115	1		
129116	1		
129117	1		
129118	1		
129119	1		
129120	1		
129121	1		
129122	1		
129123	1		
129124	1		
129125	1		
129126	1		
129127	1		
129128	1		
129129	1		
129130	1		
129131	1		
129132	1		
129133	1		
129134	1		
129135	1		
129136	1		
129137	1		
129138	1		
129139	1		
129140	1		
129141	1		
129142	1		
129143	1		
129144	1		
129145	1		
129146	1		
129147	3		
129148	3		
129149	2		
129150	2		
129151	1		
129152	1		
129153	1		
129154	1		
129155	1		
129156	1		
129157	1		
129158	1		
129159	1		
129160	1		
129161	1		
129162	1		
129163	1		
129164	1		
129165	1		
129166	1		
129167	1		
129168	2		
129169	2		
129175	14		
129178	7		
129179	7		
129180	7		
129181	7		
129182	7		
129183	7		
129184	7		
129185	7		
129186	7		
129187	1		
129188	1		
129189	1		
129190	1		
129191	1		
129192	1		
129193	1		
129194	1		
129195	1		
129196	1		
129197	1		
129198	1		
129199	1		
129200	1		
129201	1		
129202	1		
129203	1		
129204	1		
129205	1		
129206	1		
129207	1		
129208	1		
129209	1		
129210	1		
129211	1		
129212	1		
129213	1		
129214	1		
129215	1		
129216	1		
129217	1		
129218	1		
129219	1		
129220	1		
129221	1		
129222	1		
129223	1		
129224	1		
129225	1		
129226	1		
129227	1		
129228	1		
129229	1		
129230	1		
129231	1		
129232	1		
129233	1		
129234	1		
129235	1		
129236	1		
129237	1		
129238	1		
129239	1		
129240	1		
129241	1		
129242	1		
129243	1		
129244	1		
129245	1		
129246	1		
129247	1		
129248	1		
129249	1		
129250	3		
129251	3		
129253	1		
129254	3		
129255	2		
129256	2		
129257	2		
129258	2		
129259	2		
129260	2		
129261	2		
129262	1		
129263	1		
129264	1		
129265	1		
129266	1		
129267	1		
129268	1		
129269	1		
129270	1		
129271	1		
129272	1		
129273	1		
129274	1		
129275	1		
129276	1		
129277	1		
129278	1		
129279	1		
129280	1		
129281	1		
129282	1		
129283	1		
129284	1		
129285	1		
129286	1		
129287	1		
129288	1		
129289	1		
129290	1		
129291	1		
129292	1		
129293	1		
129294	1		
129295	1		
129296	1		
129297	1		
129298	1		
129299	1		
129300	1		
129301	1		
129302	1		
129303	1		
129304	1		
129305	1		
129306	1		
129307	1		
129308	1		
129309	1		
129310	1		
129311	1		
129312	1		
129313	1		
129314	1		
129315	1		
129316	1		
129317	1		
129318	1		
129319	1		
129320	1		
129321	1		
129322	1		
129323	1		
129324	1		
129325	2		
129326	2		
129327	2		
129328	2		
129329	2		
129330	2		
129332	2		
129333	2		
129335	7		
129336	7		
129337	7		
129338	2		
129343	1		
129344	1		
129345	1		
129346	1		
129347	1		
129348	1		
129349	1		
129350	1		
129351	1		
129352	1		
129353	1		
129354	1		
129355	1		
129356	1		
129357	1		
129358	1		
129359	1		
129360	1		
129361	1		
129362	1		
129363	1		
129364	1		
129365	1		
129366	1		
129367	1		
129368	1		
129369	1		
129370	1		
129371	1		
129372	1		
129373	1		
129374	1		
129375	1		
129376	1		
129377	1		
129378	1		
129379	1		
129380	1		
129381	1		
129382	1		
129384	1		
129385	1		
129386	1		
129387	1		
129388	1		
129389	1		
129390	1		
129391	1		
129392	1		
129393	1		
129394	1		
129395	1		
129396	3		
129397	3		
129398	3		
129399	3		
129400	3		
129401	3		
129402	3		
129403	3		
129404	3		
129405	3		
129406	3		
129407	3		
129408	2		
129409	2		
129410	2		
129411	2		
129412	2		
129413	1		
129414	1		
129415	1		
129416	1		
129417	1		
129418	1		
129419	1		
129420	1		
129421	1		
129422	1		
129423	1		
129424	1		
129425	1		
129426	1		
129427	1		
129428	1		
129429	1		
129430	1		
129431	1		
129432	1		
129433	1		
129434	1		
129435	1		
129436	1		
129438	1		
129439	1		
129440	3		
129441	3		
129459	7		
129460	7		
129461	7		
129462	7		
129463	7		
129464	14		
129465	1		
129466	1		
129467	1		
129468	1		
129469	1		
129470	1		
129471	1		
129472	1		
129473	1		
129474	2		
129475	2		
129476	2		
129477	2		
129478	2		
129479	2		
129480	2		
129481	2		
129482	2		
129483	2		
129484	2		
129485	2		
129486	2		
129487	2		
129488	2		
129489	1		
129490	1		
129491	1		
129492	1		
129493	1		
129494	1		
129495	1		
129496	2		
129497	2		
129498	2		
129499	2		
129500	2		
129501	2		
129502	2		
129512	7		
129513	7		
129514	7		
129515	7		
129516	7		
129517	1		
129518	1		
129519	1		
129520	1		
129521	1		
129522	1		
129523	1		
129524	1		
129525	1		
129526	1		
129527	1		
129528	1		
129529	1		
129530	3		
129531	3		
129532	3		
129533	3		
129534	3		
129535	3		
129536	2		
129537	2		
129538	2		
129539	2		
129540	1		
129541	1		
129542	1		
129543	1		
129544	1		
129545	1		
129546	1		
129552	7		
129553	7		
129554	7		
129555	7		
129556	15		
129557	1		
129558	1		
129559	1		
129560	1		
129561	1		
129562	1		
129563	1		
129564	1		
129565	1		
129566	1		
129567	1		
129568	1		
129569	1		
129570	1		
129572	1		
129573	1		
129574	1		
129575	1		
129576	1		
129577	1		
129578	3		
129579	3		
129580	3		
129581	3		
129582	3		
129583	3		
129584	3		
129585	3		
129586	2		
129587	2		
129588	2		
129589	2		
129590	1		
129591	1		
129592	1		
129593	1		
129594	1		
129595	1		
129596	1		
129597	3		
129598	2		
129602	7		
129603	1		
129604	1		
129605	1		
129606	1		
129607	1		
129608	1		
129609	1		
129610	1		
129611	1		
129612	1		
129613	1		
129614	1		
129615	1		
129616	1		
129617	3		
129618	3		
129619	3		
129620	3		
129621	3		
129622	3		
129623	3		
129624	3		
129625	2		
129626	1		
129627	1		
129628	1		
129629	3		
129630	2		
129645	2		Madani Schools Federation
129646	15		
129647	1		
129648	1		
129649	3		
129650	1		
129651	1		
129652	1		
129653	1		
129654	1		
129655	1		
129656	1		
129657	1		
129658	1		
129659	3		
129660	3		
129661	3		
129662	3		
129663	3		
129664	3		
129665	3		
129666	3		
129667	3		
129668	3		
129669	1		
129670	1		
129682	7		
129683	7		
129684	7		
129685	7		
129686	1		
129687	1		
129688	1		
129689	1		
129690	3		
129691	3		
129692	3		
129693	3		
129694	3		
129695	1		
129696	1		
129697	1		
129698	1		
129699	1		
129700	7		
129701	7		
129702	7		
129703	7		
129704	7		
129705	1		
129706	1		
129710	7		
129711	15		
129712	1		
129713	1		
129714	1		
129715	1		
129716	1		
129717	1		
129718	1		
129719	1		
129720	3		
129721	3		
129722	3		
129723	3		
129724	3		
129725	3		
129726	1		
129727	1		
129728	1		
129729	1		
129730	1		
129731	1		
129732	2		
129733	2		
129737	7		
129738	7		
129739	7		
129740	7		
129741	7		
129742	7		
129743	7		
129744	7		
129745	15		
129746	15		
129747	15		
129748	1		
129749	1		
129750	1		
129751	1		
129752	1		
129753	1		
129754	1		
129755	1		
129756	1		
129757	1		
129758	1		
129759	14		
129760	3		
129761	3		
129762	14		
129763	2		
129764	2		
129765	2		
129766	2		
129767	1		
129768	1		
129769	2		
129770	2		
129771	2		
129784	7		
129785	1		
129786	1		
129787	1		
129788	1		
129789	1		
129790	1		
129791	1		
129792	1		
129793	3		
129794	3		
129795	3		
129796	3		
129797	3		
129798	3		
129799	3		
129800	3		
129801	3		
129802	3		
129803	3		
129804	2		
129805	2		
129806	1		
129807	14		
129808	1		
129809	1		
129810	1		
129811	1		
129812	1		
129813	1		
129814	1		
129815	2		
129823	1		
129830	7		
129831	7		
129832	7		
129833	7		
129834	7		
129835	7		
129836	1		
129837	1		
129838	1		
129839	1		
129840	1		
129841	1		
129842	1		
129843	3		
129844	3		
129845	3		
129846	2		
129847	2		
129848	2		
129849	2		
129850	2		
129851	3		
129863	15		
129864	15		
129865	15		
129866	1		
129867	1		
129868	1		
129869	1		
129870	1		
129871	1		
129872	1		
129873	1		
129874	1		
129875	1		
129876	1		
129877	1		
129878	1		
129879	1		
129880	1		
129881	1		
129882	1		
129883	1		
129884	1		
129885	1		
129886	1		
129887	1		
129888	1		
129889	1		
129890	1		
129891	1		
129892	1		
129893	1		
129894	1		
129895	1		
129896	1		
129897	1		
129898	1		
129899	1		
129900	1		
129901	1		
129902	1		
129903	1		
129904	1		
129905	1		
129906	1		
129907	1		
129908	1		
129909	1		
129910	1		
129911	3		
129912	3		
129913	3		
129914	3		
129915	3		
129916	3		
129917	3		
129918	3		
129919	3		
129920	3		
129921	3		
129922	3		
129923	3		
129924	3		
129925	2		
129926	2		
129927	2		
129928	2		
129929	1		
129930	1		
129931	1		
129932	1		
129933	1		
129934	1		
129935	1		
129936	1		
129937	1		
129938	1		
129939	1		
129940	1		
129941	1		
129942	1		
129943	1		
129944	1		
129945	1		
129946	1		
129947	1		
129948	1		
129949	1		
129950	3		
129951	3		
129952	3		
129953	3		
129954	3		
129955	3		
129961	7		
129962	15		
129963	1		
129964	1		
129965	1		
129966	1		
129967	1		
129968	1		
129969	1		
129970	1		
129971	1		
129972	1		
129973	1		
129974	1		
129975	1		
129976	3		
129977	3		
129978	3		
129979	3		
129980	3		
129981	3		
129982	3		
129983	3		
129984	3		
129985	3		
129986	2		
129987	1		
129988	1		
129989	1		
129990	3		
130007	14		
130008	14		
130009	1		
130010	1		
130011	1		
130012	1		
130013	1		
130014	1		
130015	1		
130016	1		
130017	1		
130018	1		
130019	1		
130020	1		
130021	1		
130022	1		
130023	1		
130024	1		
130025	1		
130026	1		
130027	14		
130028	1		
130029	1		
130030	1		
130031	1		
130032	1		
130033	1		
130034	1		
130035	1		
130036	1		
130037	1		
130038	1		
130039	1		
130040	1		
130041	1		
130042	1		
130043	1		
130044	1		
130045	1		
130046	1		
130047	1		
130048	1		
130049	1		
130050	1		
130051	1		
130052	1		
130053	1		
130054	1		
130055	1		
130056	1		
130057	1		
130058	1		
130059	1		
130060	1		
130061	1		
130062	1		
130063	1		
130064	1		
130065	1		
130066	1		
130067	1		
130068	3		
130069	3		
130070	3		
130071	3		
130072	14		
130073	3		
130074	3		
130075	3		
130076	3		
130077	3		
130078	2		
130079	2		
130080	2		
130081	2		
130082	2		
130083	2		
130084	2		
130085	2		
130086	2		
130087	2		
130088	2		
130089	2		
130090	2		
130091	14		
130092	2		
130093	2		
130094	2		
130095	1		
130096	1		
130097	1		
130098	1		
130099	1		
130100	1		
130101	1		
130102	1		
130103	1		
130104	1		
130105	1		
130106	1		
130107	3		
130108	3		
130109	2		
130110	2		
130135	7		
130136	7		
130137	7		
130138	7		
130139	7		
130140	7		
130141	7		
130142	7		
130143	7		
130144	14		
130145	1		
130146	1		
130147	1		
130148	1		
130149	1		
130150	1		
130151	1		
130152	1		
130153	1		
130154	1		
130155	3		
130156	3		
130157	3		
130158	3		
130159	3		
130160	1		
130161	3		
130162	3		
130163	3		
130164	3		
130165	3		
130166	2		
130167	1		
130172	7		
130173	7		
130174	7		
130175	7		
130176	14		
130177	14		
130178	1		
130179	1		
130180	1		
130181	1		
130182	1		
130183	1		
130184	1		
130185	1		
130186	2		
130207	1		
130208	1		
130209	1		
130210	1		
130211	1		
130212	1		
130213	1		
130214	1		
130215	3		
130216	3		
130217	3		
130218	3		
130219	3		
130220	3		
130222	3		
130223	2		
130233	7		
130236	1		
130237	3		
130238	1		
130241	14		
130254	1		
130255	1		
130256	1		
130257	1		
130258	1		
130259	1		
130260	2		
130261	1		
130262	1		
130269	1		
130270	1		
130271	1		
130272	1		
130281	14		
130289	1		The Federation of Thorne Brook Primary and Marshlands Primary Schools
130290	1		
130293	1		
130294	1		
130295	1		
130296	1		
130297	1		
130298	1		
130299	1		
130300	2		The Wings' Federation
130301	2		
130302	1		
130303	1		
130304	1		
130305	3		
130306	1		
130312	1		
130313	14		
130314	14		
130315	14		
130316	14		
130317	14		
130324	1		
130325	1		The Federation of Woodcraft and Mill Hill Primary Schools
130326	1		
130327	2		
130328	1		
130332	14		
130333	14		
130334	14		
130335	1		
130336	1		
130337	1		
130339	14		
130340	1		
130341	1		
130342	1		
130343	1		
130344	14		
130347	14		
130348	14		
130349	14		
130350	5	The Spenborough Co-operative Trust	
130351	5	The Spenborough Co-operative Trust	
130352	1		
130353	7		
130355	14		
130356	14		
130357	1		
130358	1		
130359	14		
130360	14		
130362	7		
130366	2		
130368	7		
130371	7		
130372	1		
130374	7		
130375	1		
130378	1		
130379	3		
130380	1		
130381	1		
130382	3		
130384	2		
130385	1		
130388	3		
130389	5	The Voyager Learning Cooperative	
130390	7		
130392	7		
130394	1		
130395	1		
130396	1		
130397	1		
130400	14		
130856	14		
130858	1		
130859	1		
130860	1		
130861	15		
130862	1		
130863	1		
130864	1		
130865	1		
130866	1		
130867	1		
130868	1		The Leamington Federation
130869	1		Federation of Kingsway Community Primary School and Lillington Nursery and Primary School
130870	1		
130871	1		
130872	1		Federation of Kingsway Community Primary School and Lillington Nursery and Primary School
130873	1		
130874	3		
130875	3		
130877	2		
130878	2		
130880	14		
130881	3		
130882	3		
130883	3		
130884	2		
130885	1		
130886	1		
130887	1		
130888	1		
130889	1		
130893	1		
130894	1		
130895	1		
130896	1		
130897	1		
130898	1		
130899	7		
130900	1		
130901	1		
130905	1		
130910	2		
130914	1		
130915	1		
130916	1		
130917	1		
130918	1		
130919	1		
130920	1		
130921	1		
130922	1		
130923	1		
130924	1		
130925	1		
130926	1		
130927	1		
130928	5	Mid Cornwall Co-operative Learning Trust	
130929	2		
130930	1		
130931	3		
130932	1		
130933	1		
130934	1		
130935	1		
130936	1		
130937	1		
130938	1		
130939	5	The Chickenley Community Co-operative Learning Trust	
130940	1		
130941	2		
130942	7		Dryden & Hill Top Learning Federation
130943	7		
130944	1		
130945	1		
130946	1		
130947	1		
130948	3		
130949	1		
130950	1		
130951	1		
130952	1		
130953	1		
130954	1		
130955	2		
130956	7		
130957	7		
130958	7		
130959	7		
130960	7		
130961	7		
130962	1		
130963	1		
130964	3		
130965	1		
130966	1		
130967	1		
130968	1		
130969	1		
130970	1		
130971	1		
130972	1		
130973	1		
130974	2		
130975	2		
130976	2		
130977	3		
130978	1		
130980	14		
130981	14		
130983	14		
130984	14		
130985	14		
130986	14		
130987	14		
130988	14		
130989	14		
130990	14		
130991	14		
130992	14		
130993	14		
130994	14		
130995	1		
130996	7		
130997	1		
