la-maintained-school-eng	school-type	foundation-trust	school-federation
125850	1		
125851	1		
125852	1		
125853	1		
125854	1		
125855	1		
125856	1		
125857	1		
125858	1		
125859	1		
125860	1		
125861	1		
125862	1		Durrington First School and Durrington Middle School Federation
125863	1		
125864	1		
125865	1		
125866	1		
125867	1		
125868	1		
125869	1		
125870	1		
125871	1		
125872	1		
125873	1		
125874	1		
125875	1		
125876	1		
125877	1		
125878	1		
125879	1		
125880	1		
125881	1		
125882	1		
125883	1		
125884	1		
125885	1		
125886	1		
125887	1		
125888	1		
125889	1		
125890	1		
125891	1		
125892	1		
125893	1		
125894	1		
125895	1		
125896	1		
125897	1		
125898	1		
125899	1		
125900	1		
125901	1		
125902	1		
125903	1		
125904	1		
125905	1		
125906	1		
125907	1		
125908	1		
125909	1		
125910	1		
125911	1		
125912	1		
125913	1		
125914	1		
125915	1		
125916	1		
125917	1		
125918	1		
125919	1		
125920	1		
125921	1		
125922	1		
125923	1		
125924	1		
125925	1		
125926	1		
125927	1		
125928	1		
125929	1		
125930	1		
125931	1		
125932	1		
125933	1		
125934	1		
125935	1		
125936	1		
125937	1		
125938	1		
125939	1		
125940	1		
125941	1		
125942	1		
125943	1		
125944	1		
125945	1		
125946	1		
125947	1		
125948	1		
125949	1		
125950	1		
125951	1		
125952	1		Durrington First School and Durrington Middle School Federation
125953	1		
125954	1		
125955	1		
125956	1		
125957	1		
125958	1		
125959	1		
125960	1		
125961	1		
125962	1		
125963	1		
125964	1		
125965	1		
125966	1		
125967	1		
125968	1		
125969	1		
125970	3		
125971	3		
125972	3		
125973	3		
125974	3		
125975	3		
125976	3		
125977	3		
125978	3		
125979	3		
125980	3		Lavington Park Federation
125981	3		
125982	3		
125983	3		
125984	3		
125985	3		
125986	3		
125987	3		
125988	3		
125989	3		
125990	3		
125991	3		
125992	3		
125993	3		
125994	3		
125995	3		
125996	3		
125997	3		
125998	3		
125999	3		
126000	3		
126001	3		
126002	3		
126003	3		
126004	3		
126005	3		
126006	3		
126007	3		
126008	3		
126009	3		
126010	3		
126011	3		
126012	3		
126013	3		
126014	3		
126015	3		
126016	3		
126017	3		
126018	2		
126019	2		
126020	2		
126021	2		
126022	2		
126023	2		
126024	2		
126025	2		
126026	2		
126027	2		
126028	2		
126029	2		
126030	2		
126031	2		
126032	2		
126033	2		
126034	2		
126035	2		
126036	2		
126037	2		
126038	2		
126039	2		
126040	2		
126041	2		
126042	2		
126043	2		
126044	2		
126045	2		
126046	2		
126047	2		
126048	2		
126049	2		
126050	2		
126051	2		
126052	2		
126053	2		
126054	2		
126055	2		
126056	2		
126057	2		
126058	2		
126059	2		
126060	2		
126061	2		
126062	1		
126063	1		
126064	1		
126065	1		
126066	1		
126067	1		
126068	1		
126069	5	Bourne Community Trust	
126070	5		
126071	1		
126072	1		
126073	1		
126074	1		
126075	1		
126076	1		
126077	1		
126078	1		
126079	1		
126080	1		
126081	1		
126082	1		
126083	1		
126084	1		
126085	1		
126086	1		
126087	1		
126088	1		
126089	1		
126090	5		
126091	3		
126092	3		
126093	3		
126094	2		
126095	2		
126096	2		
126097	2		
126098	2		
126099	2		
126100	2		
126101	2		
126102	2		
126103	5		
126153	7		
126155	7		
126156	7		
126157	7		
126159	7		Cornfield, Oak Grove and Palatine Federation
126160	7		
126161	7		Cornfield, Oak Grove and Palatine Federation
126162	7		
126163	7		
126164	7		
126165	7		
126167	7		
126168	7		
126169	7		
126170	7		Cornfield, Oak Grove and Palatine Federation
126171	14		
126172	14		
126174	1		
126175	1		
126176	1		
126177	1		
126178	1		
126179	1		
126180	1		
126181	1		
126182	1		
126183	1		
126184	1		
126185	1		
126186	1		
126187	1		
126188	1		
126189	1		
126190	1		
126191	1		
126192	1		
126193	1		
126194	1		
126195	1		
126196	1		
126197	1		
126198	1		
126199	1		
126200	1		
126201	1		
126202	1		
126203	1		
126204	1		
126205	1		
126206	1		
126207	1		The Federation of Grange Infants' and Junior Schools
126208	1		The Federation of Grange Infants' and Junior Schools
126209	1		
126210	1		
126211	1		
126212	1		
126213	1		
126214	1		
126215	1		
126216	1		
126217	1		
126218	1		
126219	1		
126220	1		
126221	1		
126222	1		
126223	1		
126224	1		
126225	1		
126226	1		
126227	1		
126228	1		
126229	1		
126230	1		
126231	1		
126232	1		
126233	1		
126234	1		
126235	1		
126236	1		
126237	1		
126238	1		
126239	1		
126240	1		
126241	1		
126242	1		
126243	1		
126244	1		
126245	1		
126246	1		
126247	1		
126248	1		
126249	1		
126250	5	North Wiltshire Learning Trust	
126251	1		
126252	1		
126253	1		
126254	1		
126255	1		
126256	1		
126257	1		
126258	5		
126259	1		
126260	1		
126261	1		
126262	5	North Wiltshire Learning Trust	
126263	1		
126264	1		
126265	1		
126266	1		
126267	1		
126268	1		
126269	1		
126270	1		
126271	1		
126272	1		
126273	5	North Wiltshire Learning Trust	
126274	1		
126275	1		
126276	1		
126277	1		
126278	1		
126279	1		
126280	1		
126281	1		
126282	1		
126283	1		
126284	1		
126285	1		
126286	1		
126287	1		
126288	1		
126289	1		
126290	1		
126291	1		
126292	1		
126293	1		
126294	1		
126295	1		
126296	3		
126297	3		
126298	3		
126299	3		
126300	3		
126301	5		
126302	3		
126303	3		
126304	3		
126305	3		
126306	3		
126307	3		
126308	3		
126309	2		
126310	3		
126311	3		
126312	3		
126313	2		
126314	3		
126315	3		
126316	3		
126317	3		
126318	2		The Federation of Crockerton & Heytesbury Primary Schools
126319	3		
126320	3		
126321	3		
126322	3		
126323	3		
126324	3		
126325	3		
126326	3		
126327	2		
126328	3		
126329	3		
126330	3		
126331	2		
126332	3		
126333	3		
126334	3		
126335	3		
126336	3		
126337	3		
126338	3		
126339	3		
126340	3		
126341	3		
126342	3		
126343	3		
126344	3		
126345	3		
126346	3		
126347	3		
126348	3		
126349	3		
126350	3		
126351	3		
126352	3		
126353	3		
126354	3		
126355	3		
126356	3		
126357	3		
126358	3		
126359	3		
126360	3		
126361	3		
126362	3		
126363	3		
126364	3		
126365	3		
126366	3		
126367	3		
126368	3		
126369	3		
126370	3		
126371	3		
126372	3		
126373	2		
126374	3		
126375	3		
126376	3		
126377	3		
126378	2		
126379	3		
126380	3		
126381	2		
126382	2		
126383	3		
126384	3		
126385	2		
126386	3		
126387	3		
126388	3		
126389	2		
126390	3		
126391	3		
126392	2		
126393	2		
126394	2		
126395	2		
126396	2		
126397	2		
126398	2		
126399	2		
126400	2		
126401	2		
126402	2		
126403	2		The Federation of Crockerton & Heytesbury Primary Schools
126404	2		
126405	2		
126406	2		
126407	2		
126408	2		
126409	2		
126410	2		
126411	2		
126412	2		
126413	2		
126414	2		
126415	2		
126416	2		
126417	2		
126418	2		
126419	2		
126420	2		
126421	2		
126422	2		
126423	2		
126424	2		
126425	2		
126426	2		
126427	2		
126428	2		
126429	2		
126430	2		
126431	2		
126432	2		
126433	2		
126434	2		
126435	2		
126436	2		
126437	2		
126438	2		
126439	2		
126440	2		Oliver Tomkins Church of England Schools
126441	2		
126442	2		
126443	2		Oliver Tomkins Church of England Schools
126444	2		
126445	2		
126446	2		
126447	5		
126448	1		
126449	1		
126450	5		
126451	5		
126452	5		
126453	5		
126454	1		
126455	5		
126456	1		
126457	1		
126458	1		
126459	5		
126460	1		
126461	1		
126462	1		
126463	1		
126464	1		
126465	1		
126466	1		
126467	1		
126468	3		
126469	5		
126470	3		
126471	3		
126472	3		
126473	2		
126474	5		
126475	2		
126476	5		
126477	5		
126478	2		
126479	5		
126480	5		
126481	2		
126482	2		
126483	5		
126484	2		
126485	2		
126486	2		
126487	2		
126488	2		
126489	5		
126490	2		
126491	5		
126492	5		
126493	5		
126494	2		
126495	2		
126496	5		
126497	5		
126498	5		
126499	5		
126500	5		
126501	5		
126502	5		
126503	5		
126504	2		
126505	5		
126506	5		
126507	5		
126508	2		
126509	5		
126510	5		
126511	5		
126544	7		
126546	7		
126547	7		
126548	7		
126549	7		
126550	7		
126551	7		
126552	7		
126553	7		
126554	7		
126555	7		
126556	7		
126557	7		
126558	15		
126559	15		
126560	15		
126561	1		
126562	15		
126563	15		
126564	15		The Parliament Federation
126565	15		
126566	15		
126567	1		
126574	7		
126575	7		
126576	7		
126577	7		
126578	14		
126579	1		
126580	1		
126581	1		
126582	1		
126583	1		
126584	1		
126585	1		
126587	7		
126588	7		
126589	7		
126590	7		
126591	1		
126592	1		
126593	1		
126594	1		
126595	1		
126596	1		
126597	1		
126598	1		
126599	1		
126600	1		
126601	1		
126602	1		
126603	1		
126604	1		
126605	1		
126606	2		
126607	2		
126612	7		
126613	7		
126614	14		
126615	1		
126616	1		
126617	1		
126618	1		
126619	1		
126621	2		
126622	2		
126623	2		
126627	7		
126628	7		
126629	7		
126630	7		
126631	7		
126632	7		
126633	1		
126634	1		
126637	7		
126639	2		
126640	2		
126641	2		
126649	7		
126650	2		
126651	2		
126652	1		
126654	7		
126655	1		
126656	1		
126657	1		
126658	1		
126659	1		
126660	1		
126661	3		
126662	3		
126663	2		
126666	1		
126667	1		
126668	1		
126669	1		
126670	1		
126672	2		
126673	1		
126674	2		
126675	7		
126676	2		
126677	1		
126679	1		
126680	1		
126681	1		
126682	1		
126683	1		
126684	1		
126685	1		
126686	1		
126687	1		
126688	1		
126689	1		
126690	1		
126691	1		
126692	1		
126693	1		
126694	1		
126695	2		
126696	1		
126697	1		
126698	2		
126702	7		
126703	7		
126704	7		
126705	7		Federation of Heritage Park and Holgate Meadows Community School
126706	14		
126707	1		
126708	1		
126712	7		Federation of Heritage Park and Holgate Meadows Community School
126713	1		
126714	1		
126715	1		
126716	1		
126717	1		
126718	2		
126719	1		
126720	1		
126721	1		
126722	2		
126723	2		
126726	1		
126727	1		
126728	1		
126729	1		
126740	7		
126741	7		
126742	7		
126743	7		
126744	1		
126745	1		
126746	1		
126747	1		
126748	1		
126749	1		
126750	1		
126751	1		
126752	1		
126753	3		
126754	1		
126755	1		
126758	1		
126759	1		
126760	1		
126761	1		
126762	1		
126763	1		
126764	1		
126765	1		
126766	1		
126767	1		
126768	1		
126769	1		
126770	1		
126771	1		
126772	1		
126773	1		
126774	1		
126775	1		
126776	1		
126777	1		
126778	1		
126779	1		
126780	1		
126781	1		
126782	1		
126783	1		
126784	1		
126786	7		
126787	7		
126788	7		
126789	1		
126790	1		
126791	1		
126792	1		
126793	1		
126794	1		
126795	1		
126796	1		
126797	1		
126798	1		
126807	7		
126808	1		
126809	1		
126810	1		
126811	1		
126812	1		
126813	1		
126814	1		
126815	1		
126816	1		
126817	1		
126818	1		
126819	1		
126820	3		
126823	15		
126824	1		
126825	1		
126826	1		
126827	1		
126828	1		
126829	1		
126830	1		
126831	1		
126832	1		
126833	1		
126834	1		
126835	1		
126836	1		
126837	1		
126838	1		
126839	1		
126840	1		
126841	1		
126842	1		
126843	1		
126844	1		
126845	1		
126846	1		
126847	1		
126848	1		
126849	1		
126850	1		
126851	1		
126852	1		
126853	1		
126854	1		
126855	1		
126856	1		
126857	1		
126858	1		
126859	1		
126860	1		
126861	1		
126862	1		
126863	1		
126864	1		
126865	1		
126866	1		
126867	1		
126868	1		
126869	1		
126870	1		
126871	1		
126872	1		
126873	1		
126874	1		
126875	2		
126876	2		
126877	1		
126881	7		
126882	1		
126883	1		
126884	1		
126885	1		
126886	1		
126887	1		
126888	1		
126889	1		
126890	1		
126891	1		
126892	2		
126893	2		
126898	15		
126899	1		
126900	1		
126901	1		
126902	1		
126903	1		
126904	1		
126905	1		
126906	3		
126911	3		
126913	7		
126914	2		
126915	2		
126918	1		
126919	1		
126920	1		
126921	1		
126922	1		
126923	1		
126924	1		
126925	1		
126926	1		
126927	2		
126929	7		
126930	1		
126931	1		
126932	1		
126933	1		
126934	1		
126935	1		
126936	1		
126937	1		
126939	5		
126940	5		
126941	7		
126942	1		
126943	1		
126944	1		
126945	1		
126946	7		
126947	7		
126948	7		
126949	7		
126954	1		
126955	1		
126956	1		
126957	1		
126958	1		
126959	1		
126960	1		
126961	1		
126962	1		
126963	1		
126964	1		
126965	1		
126966	1		
126967	1		
126968	2		
126972	7		
126973	7		
126974	1		
126975	1		
126976	1		
126977	1		
126978	1		
126979	1		
126980	1		
126981	1		
126982	1		
126983	1		
126984	1		
126985	1		
126986	1		
126987	1		
126988	1		
126989	1		
126990	1		
126991	1		
126992	1		
126993	1		
126994	1		
126995	1		
126996	1		
126997	2		
126998	2		
126999	1		
127000	2		
127001	2		
127004	7		
127005	7		
127006	7		
127007	7		
127008	7		
127009	1		
127010	1		
127011	1		
127012	1		
127013	1		
127017	7		
127018	1		
127019	1		
127020	1		
127021	1		
127022	1		
127023	2		
127024	2		
127027	7		
127028	1		
127029	1		
127030	2		
127032	1		
127033	1		
127034	1		
127035	1		
127036	1		
127037	1		
127038	1		
127039	1		
127040	1		
127041	2		
127042	2		
127044	7		
127045	7		
127046	1		
127047	1		
127048	1		
127049	1		
127050	1		
127051	1		
127052	1		
127053	1		
127054	1		
127055	1		
127056	1		
127057	1		
127058	1		
127059	1		
127060	1		
127061	1		
127062	1		
127063	1		
127064	1		
127065	1		
127067	2		
127069	5		
127073	7		
127074	15		
127075	1		
127076	1		
127077	1		
127078	1		
127079	1		
127080	1		
127081	1		
127082	1		
127083	1		
127084	1		
127085	1		
127086	1		
127087	1		
127088	1		
127089	1		
127090	1		
127091	1		
127092	1		
127093	1		
127094	1		
127095	1		
127096	1		
127097	1		
127098	1		
127099	1		
127100	1		
127101	1		
127102	1		
127103	1		
127104	1		
127105	1		
127106	1		
127107	1		
127108	1		
127109	1		
127110	1		
127111	1		
127112	1		
127113	1		
127114	1		
127115	1		
127116	1		
127117	1		
127118	1		
127119	1		
127120	1		
127121	1		
127122	2		
127123	2		
127124	2		
127125	2		
127130	7		
127131	15		
127132	15		
127133	5		
127134	14		
127135	1		
127136	1		
127137	1		
127138	1		
127139	3		
127140	3		
127141	1		
127142	1		
127143	1		
127144	1		
127145	3		
127146	2		
127147	2		
127149	7		
127150	1		
127151	1		
127152	1		
127153	1		
127154	1		
127155	1		
127156	1		
127157	1		
127158	1		
127159	1		
127160	1		
127161	1		
127162	1		
127163	1		
127164	1		
127165	1		
127166	1		
127167	1		
127168	1		
127169	1		
127170	1		
127171	1		
127172	1		
127173	1		
127174	1		
127175	1		
127176	1		
127177	1		
127178	1		
127179	1		
127180	1		
127181	1		
127182	7		
127183	1		
127184	1		
127185	1		
127186	1		
127187	1		
127188	1		
127189	1		
127190	1		
127191	1		
127192	1		
127193	1		
127194	1		
127195	1		
127196	1		
127197	3		
127198	3		
127199	2		
127200	1		
127201	1		
127202	7		
127203	7		
127204	1		
127205	1		
127206	1		
127207	1		
127208	1		
127209	1		
127210	1		
127211	1		
127212	1		
127213	1		
127214	1		
127215	1		
127216	1		
127217	1		
127218	1		
127219	1		
127220	1		
127221	1		
127222	1		
127223	1		
127224	1		
127225	1		
127226	1		
127227	1		
127228	3		
127229	3		
127230	3		
127231	1		
127233	7		
127234	7		
127235	1		
127236	1		
127237	1		
127238	1		
127239	2		
127240	2		
127241	2		
127242	2		
127243	2		
127244	2		
127245	1		
127246	2		
127248	7		
127249	7		
127250	7		
127251	7		
127252	7		
127253	7		
127254	1		
127255	1		
127256	1		
127257	1		
127258	1		
127259	1		
127260	1		
127261	1		
127262	1		
127263	1		
127264	1		
127265	1		
127266	1		
127267	1		
127268	1		
127269	1		
127270	1		
127271	1		
127272	1		
127273	1		
127274	1		
127275	1		
127276	1		
127277	1		
127278	1		
127279	1		
127280	1		
127281	1		
127282	1		
127283	1		
127284	1		
127285	3		
127286	3		
127287	3		
127288	3		
127289	3		
127290	2		
127291	2		
127292	2		
127293	2		
127294	2		
127295	2		
127296	2		
127297	2		
127298	2		
127299	2		
127300	2		
127301	2		
127302	2		
127303	2		
127304	2		
127305	2		
127306	2		
127307	2		
127308	2		
127309	2		
127310	2		
127311	2		
127312	2		
127313	2		
127314	2		
127315	2		
127316	2		
127317	2		
127318	2		
127319	2		
127320	2		
127321	2		
127322	2		
127323	2		
127324	1		
127325	1		
127326	1		
127327	2		
127328	7		
127329	7		
127330	7		
127331	7		
127332	1		
127333	1		
127334	1		
127335	1		
127336	1		
127337	1		
127338	1		
127339	3		
127340	3		
127341	3		
127342	3		
127343	3		
127344	3		
127345	3		
127346	3		
127347	2		
127348	2		
127349	2		
127350	2		
127351	2		
127352	2		
127353	2		
127354	2		
127355	2		
127356	1		
127357	1		
127358	2		
127360	1		
127361	1		
127362	1		
127363	1		
127364	1		
127365	1		
127366	3		
127367	2		
127368	2		
127369	2		
127370	2		
127371	2		
127372	2		
127373	2		
127374	1		
127379	7		
127380	1		
127381	1		
127382	1		
127383	1		
127384	3		
127385	1		
127386	1		
127387	1		
127388	1		
127392	7		
127393	15		
127394	1		
127395	1		
127396	3		
127397	2		
127398	2		
127399	2		
127400	1		
127401	1		
127402	2		
127403	2		
127404	2		
127405	1		
127406	1		
127407	1		
127408	1		
127409	1		
127410	2		
127411	2		
127412	2		
127413	2		
127414	2		
127415	2		
127416	2		
127417	2		
127418	1		
127419	1		
127420	2		
127421	2		
127426	7		
127427	1		
127428	1		
127429	1		
127430	1		
127431	2		
127432	2		
127433	1		
127434	1		
127435	7		
127436	1		
127437	1		
127438	2		
127439	1		
127440	1		
127441	1		
127442	1		
127443	1		
127444	1		
127445	1		
127446	1		
127447	1		
127448	1		
127449	1		
127450	1		
127451	1		
127452	1		
127453	1		
127454	1		
127455	1		
127456	1		
127457	1		
127458	1		
127459	3		
127460	2		
127461	2		
127462	2		
127463	1		
127464	1		
127465	1		
127466	1		
127467	1		
127468	1		
127469	1		
127470	1		
127471	1		
127472	3		
127473	3		
127474	2		
127475	2		
127476	2		
127477	2		
127478	2		
127479	2		
127480	2		
127481	2		
127482	1		
127483	1		
127484	1		
127485	1		
127486	2		
127490	7		
127491	7		
127492	7		
127493	7		
127494	7		
127495	1		
127496	1		
127497	1		
127498	1		
127499	1		
127500	1		
127501	1		
127502	1		
127503	1		
127504	3		
127505	2		
127506	1		
127507	1		
127508	1		
127509	1		
127510	1		
127511	1		
127512	1		
127513	1		
127514	1		
127515	1		
127516	1		
127518	2		
127521	7		
127522	7		
127523	7		
127524	7		
127525	15		
127526	1		
127527	1		
127528	1		
127529	1		
127530	1		
127531	3		
127532	1		
127533	1		
127534	7		
127535	1		
127536	1		
127537	1		
127538	1		
127539	1		
127540	1		
127541	1		
127542	1		
127543	1		
127544	1		
127545	2		
127546	2		
127549	3		
127550	3		
127551	2		
127552	2		
127553	2		
127554	2		
127555	1		
127556	1		
127557	1		
127558	1		
127559	1		
127560	1		
127561	3		
127562	3		
127563	2		
127564	2		
127565	1		
127566	1		
127567	1		
127568	1		
127569	1		
127570	1		
127571	1		
127572	1		
127573	1		
127574	1		
127575	1		
127576	1		
127577	1		
127578	1		
127579	1		
127580	1		
127581	1		
127582	1		
127583	1		
127584	1		
127585	1		
127586	1		
127587	3		
127588	3		
127589	3		
127590	2		
127591	1		
127592	1		
127593	1		
127594	1		
127595	1		
127596	1		
127597	1		
127598	1		
127599	7		
127600	7		
127601	1		
127602	1		
127603	1		
127604	1		
127605	1		
127606	1		
127607	1		
127608	1		
127609	1		
127610	1		
127611	1		
127612	1		
127613	1		
127614	1		
127615	1		
127616	1		
127617	1		
127618	1		
127619	1		
127620	1		
127621	1		
127622	1		
127623	1		
127624	1		
127625	1		
127626	3		
127627	3		
127628	3		
127629	3		
127630	3		
127631	2		
127632	1		
127634	1		
127635	3		
127636	7		
127637	1		
127638	1		
127639	1		
127640	1		
127641	1		
127642	1		
127643	1		
127644	1		
127645	1		
127646	1		
127647	1		
127648	1		
127649	1		
127650	1		
127651	1		
127652	1		
127653	1		
127654	1		
127655	1		
127656	1		
127657	1		
127658	1		
127659	1		
127660	1		
127661	1		
127662	1		
127663	1		
127664	1		
127665	1		
127666	1		
127667	1		
127668	1		
127669	1		
127670	1		
127671	1		
127672	1		
127673	1		
127674	1		
127675	1		
127676	1		
127677	1		
127678	1		
127679	1		
127680	1		
127681	1		
127682	1		
127683	1		
127684	1		
127685	1		
127686	1		
127687	1		
127688	1		
127689	1		
127690	1		
127691	1		
127692	1		
127693	1		
127694	1		
127695	1		
127696	1		
127697	1		
127698	1		
127699	1		
127700	1		
127701	1		
127702	1		
127703	1		
127704	1		
127705	1		
127706	1		
127707	1		
127708	1		
127709	1		
127710	1		
127711	1		
127712	1		
127713	1		
127714	1		
127715	7		
127716	3		
127717	2		
127718	1		
127719	1		
127720	1		
127721	1		
127722	1		
127723	1		
127724	1		
127725	1		
127728	7		
127729	7		
127730	7		
127731	7		
127732	7		
127733	7		
127734	7		
127735	1		
127736	1		
127737	1		
127738	1		
127739	1		
127740	2		
127741	1		
127742	1		
127743	1		
127748	7		
127749	7		
127750	7		
127751	7		
127752	7		
127753	7		
127754	15		
127755	1		
127756	1		
127757	1		
127758	1		
127759	1		
127760	3		
127761	3		
127762	3		
127763	3		
127764	1		
127765	1		
127766	1		
127767	1		
127768	1		
127772	7		
127773	15		
127774	15		
127775	15		
127776	1		
127777	1		
127778	1		
127779	1		
127780	1		
127781	1		
127782	1		
127783	3		
127784	3		
127785	3		
127786	3		
127787	2		
127788	2		
127789	2		
127790	2		
127791	2		
127792	1		
127793	1		
127794	1		
127795	1		
127796	1		
127797	1		
127798	1		
127799	3		
127801	7		
127802	7		
127803	15		
127804	15		
127805	1		
127806	1		
127807	1		
127808	1		
127809	1		
127810	1		
127811	1		
127812	1		
127813	1		
127814	1		
127815	1		
127816	1		
127817	1		
127818	1		
127819	1		
127820	1		
127821	1		
127822	1		
127823	1		
127824	1		
127825	1		
127826	1		
127827	1		
127828	1		
127829	1		
127830	1		
127831	1		
127832	1		
127833	1		
127834	1		
127835	1		
127836	1		
127837	1		
127838	1		
127839	1		
127840	1		
127841	1		
127842	1		
127843	1		
127844	1		
127845	1		
127846	1		
127847	1		
127848	1		
127849	1		
127850	1		
127851	1		
127852	1		
127853	1		
127854	1		
127855	1		
127856	1		
127857	1		
127858	1		
127859	1		
127860	1		
127861	1		
127862	1		
127863	1		
127864	1		
127865	1		
127866	1		
127867	1		
127868	1		
127869	1		
127870	1		
127871	1		
127872	1		
127873	1		
127874	1		
127875	1		
127876	1		
127877	1		
127878	1		
127879	1		
127880	1		
127881	1		
127882	1		
127883	1		
127884	1		
127885	1		
127886	1		
127887	1		
127888	1		
127889	1		
127890	1		
127891	1		
127892	1		
127893	1		
127894	1		
127895	1		
127896	1		
127897	1		
127898	1		
127899	1		
127900	1		
127901	1		
127902	1		
127903	1		
127904	1		
127905	1		
127906	1		
127907	1		
127908	1		
127909	1		
127910	1		
127911	1		
127912	1		
127913	1		
127914	3		
127915	3		
127916	3		
127917	3		
127918	3		
127919	3		
127920	3		
127921	3		
127922	3		
127923	2		
127924	2		
127925	2		
127926	2		
127927	2		
127928	2		
127929	2		
127930	2		
127931	2		
127932	2		
127933	2		
127934	2		
127935	2		
127936	2		
127937	2		
127938	2		
127939	2		
127940	2		
127941	2		
127942	2		
127943	2		
127944	2		
127945	2		
127946	2		
127947	2		
127948	1		
127949	1		
127950	1		
127951	1		
127952	1		
127953	1		
127954	1		
127955	1		
127956	1		
127957	1		
127958	1		
127959	1		
127960	1		
127961	1		
127962	1		
127963	1		
127964	1		
127965	1		
127966	1		
127967	1		
127968	1		
127969	1		
127970	1		
127971	1		
127972	1		
127973	1		
127974	1		
127975	1		
127976	1		
127977	1		
127978	1		
127979	1		
127980	1		
127981	1		
127982	1		
127983	1		
127984	1		
127985	1		
127986	1		
127987	1		
127988	1		
127989	1		
127990	1		
127991	1		
127992	1		
127993	1		
127994	1		
127995	1		
127996	1		
127997	1		
127998	1		
127999	1		
128000	1		
128001	1		
128002	1		
128003	1		
128004	1		
128005	1		
128006	1		
128007	1		
128008	1		
128009	1		
128010	1		
128011	1		
128012	1		
128013	1		
128014	1		
128015	3		
128016	2		
128017	2		
128018	2		
128019	2		
128020	2		
128021	2		
128022	2		
128023	2		
128024	2		
128025	2		
128026	2		
128027	2		
128028	2		
128029	2		
128030	2		
128031	2		
128032	2		
128033	2		
128034	2		
128035	2		
128036	2		
128037	2		
128038	2		
128039	2		
128043	7		
128044	7		
128045	7		
128046	7		
128047	7		
128048	7		
128049	7		
128050	7		
128051	7		
128052	7		
128053	7		
128054	7		
128055	7		
128056	7		
128057	7		
128058	7		
128059	7		
128060	7		
128061	7		
128062	7		
128063	7		
128064	7		
128065	7		
128066	7		
128067	1		
128068	1		
128069	1		
128070	1		
128071	1		
128072	3		
128073	1		
128074	1		
128075	2		
128076	1		
128077	1		
128079	3		
128080	2		
128081	3		
128082	2		
128083	1		
128084	1		
128085	1		
128086	1		
128087	1		
128088	14		
128089	14		
128090	2		
128091	1		
128092	7		
128093	1		
128094	1		
128095	1		
128096	1		
128097	1		
128098	1		
128099	1		
128100	1		
128101	1		
128102	1		
128103	1		
128104	1		
128105	1		
128106	1		
128107	1		
128108	1		
128109	1		
128110	1		
128111	2		
128112	1		
128113	1		
128114	1		
128115	1		
128116	1		
128117	7		
128118	1		
128119	1		
128120	1		
128121	1		
128122	1		
128123	1		
128124	1		
128125	1		
128126	1		
128127	1		
128128	1		
128129	1		
128130	1		
128131	1		
128132	1		
128133	1		
128134	1		
128135	1		
128138	7		
128139	7		
128140	7		
128141	7		
128142	7		
128143	7		
128144	7		
128145	7		
128146	7		
128147	7		
128148	7		
128149	7		
128150	1		
128151	1		
128152	1		
128153	1		
128154	1		
128155	1		
128156	1		
128157	1		
128158	1		
128159	1		
128160	1		
128161	2		
128162	1		
128163	1		
128164	1		
128165	1		
128166	1		
128167	1		
128168	1		
128169	2		
128170	2		
128172	15		
128173	15		
128174	15		
128175	1		
128176	1		
128177	1		
128178	1		
128179	1		
128180	1		
128181	1		
128182	1		
128183	1		
128184	1		
128185	2		
128186	2		
128187	1		
128188	1		
128190	7		
128191	1		
128192	1		
128193	1		
128194	1		
128195	1		
128196	1		
128197	1		
128198	1		
128199	1		
128200	1		
128201	1		
128202	1		
128203	1		
128204	1		
128205	1		
128206	1		
128209	7		
128210	7		
128211	7		
128212	7		
128213	7		
128214	7		
128215	7		
128216	1		
128217	1		
128218	1		
128219	1		
128220	1		
128221	1		
128222	1		
128223	1		
128224	1		
128225	1		
128226	1		
128227	3		
128228	3		
128229	3		
128230	3		
128231	3		
128232	3		
128233	3		
128234	2		
128235	1		
128236	1		
128237	2		
128247	7		
128248	7		
128249	7		
128250	7		
128251	1		
128252	1		
128253	1		
128254	1		
128255	1		
128256	1		
128257	1		
128258	1		
128259	1		
128260	1		
128261	1		
128266	1		
128267	1		
128268	1		
128269	1		
128270	1		
128271	1		
128272	1		
128273	1		
128274	1		
128275	1		
128276	1		
128277	1		
128278	1		
128279	1		
128280	1		
128281	1		
128282	1		
128283	1		
128284	1		
128285	3		
128286	3		
128287	3		
128288	3		
128289	3		
128290	2		
128291	2		
128292	2		
128293	2		
128305	7		
128306	7		
128307	7		
128308	7		
128309	14		
128310	14		
128311	14		
128312	14		
128313	14		
128314	1		
128315	1		
128316	1		
128317	1		
128318	1		
128319	1		
128320	1		
128321	1		
128322	1		
128323	1		
128324	1		
128325	1		
128326	1		
128327	1		
128328	1		
128329	1		
128330	1		
128331	1		
128332	1		
128333	1		
128334	1		
128335	1		
128336	1		
128337	3		
128338	3		
128339	3		
128341	3		
128342	2		
128343	1		
128344	1		
128345	1		
128346	1		
128347	1		
128348	1		
128349	1		
128350	1		
128351	1		
128355	7		
128356	7		
128357	1		
128358	1		
128359	1		
128360	1		
128361	1		
128362	1		
128363	1		
128365	1		
128366	1		
128367	1		
128368	1		
128369	1		
128370	1		
128371	1		
128372	1		
128373	1		
128374	1		
128375	1		
128376	1		
128377	1		
128378	1		
128379	1		
128380	1		
128381	1		
128382	3		
128383	1		
128384	1		
