location	point
school:100785	[51.47211,-0.09568]
school:100786	[51.46540,-0.08287]
school:100787	[51.45025,-0.08765]
school:100788	[51.48984,-0.05946]
school:100789	[51.48040,-0.07909]
school:100790	[51.44994,-0.06810]
school:100791	[51.49615,-0.08194]
school:100792	[51.46154,-0.07766]
school:100793	[51.45286,-0.07361]
school:100794	[51.46769,-0.05254]
school:100795	[51.48501,-0.05438]
school:100796	[51.45961,-0.04625]
school:100797	[51.47305,-0.06132]
school:100798	[51.48306,-0.09718]
school:100799	[51.49539,-0.09243]
school:100800	[51.48670,-0.10469]
school:100801	[51.43193,-0.08288]
school:100802	[51.47037,-0.08813]
school:100803	[51.48525,-0.08839]
school:100804	[51.47635,-0.06470]
school:100805	[51.47635,-0.06470]
school:100806	[51.46452,-0.06315]
school:100807	[51.50191,-0.03667]
school:100808	[51.49952,-0.06481]
school:100809	[51.48884,-0.09260]
school:100810	[51.49158,-0.04986]
school:100811	[51.50151,-0.08388]
school:100812	[51.49414,-0.05802]
school:100813	[51.50159,-0.07701]
school:100814	[51.49279,-0.08519]
school:100815	[51.49293,-0.09284]
school:100816	[51.49579,-0.10577]
school:100817	[51.48626,-0.06870]
school:100818	[51.48048,-0.05594]
school:100819	[51.49960,-0.04357]
school:100820	[51.49317,-0.06737]
school:100821	[51.47484,-0.07820]
school:100822	[51.49385,-0.07623]
school:100823	[51.45163,-0.08709]
school:100824	[51.49028,-0.08776]
school:100825	[51.47436,-0.07311]
school:100826	[51.48003,-0.06708]
school:100827	[51.48039,-0.08434]
school:100828	[51.49833,-0.10686]
school:100829	[51.49784,-0.06776]
school:100830	[51.46314,-0.07174]
school:100831	[51.49067,-0.09581]
school:100832	[51.49961,-0.06950]
school:100833	[51.49502,-0.05194]
school:100834	[51.50245,-0.09261]
school:100835	[51.49686,-0.10536]
school:100836	[51.46855,-0.06291]
school:100837	[51.50621,-0.04257]
school:100838	[51.48634,-0.09915]
school:100839	[51.48617,-0.09331]
school:100840	[51.50287,-0.09398]
school:100841	[51.50030,-0.04151]
school:100842	[51.49326,-0.07093]
school:100843	[51.48709,-0.07948]
school:100844	[51.43232,-0.08502]
school:100845	[51.45641,-0.08929]
school:100846	[51.45750,-0.05497]
school:100847	[51.49560,-0.09082]
school:100848	[51.47273,-0.07415]
school:100849	[51.49466,-0.08758]
school:100850	[51.47833,-0.10046]
school:100851	[51.44911,-0.05359]
school:100852	[51.44968,-0.07212]
school:100853	[51.47927,-0.09899]
school:100854	[51.47927,-0.09899]
school:100855	[51.50149,-0.10340]
school:100856	[51.48874,-0.08300]
school:100857	[51.47074,-0.05634]
school:100858	[51.50045,-0.06791]
school:100859	[51.49698,-0.10614]
school:100860	[51.47514,-0.09731]
school:100861	[51.44028,-0.08504]
school:100862	[51.43420,-0.08523]
school:100863	[51.45489,-0.08570]
school:100864	[51.45478,-0.08202]
school:100865	[51.50105,-0.07479]
school:100866	[51.45471,-0.09891]
school:100867	[51.47597,-0.13124]
school:100868	[51.47893,-0.08579]
school:100869	[51.46070,-0.07899]
school:100870	[51.49653,-0.08669]
school:100871	[51.50195,-0.04112]
school:100872	[51.47848,-0.10129]
school:100873	[51.49174,-0.06760]
school:100874	[51.45877,-0.04968]
school:100875	[51.49791,-0.11967]
school:100876	[51.38093,-0.02975]
school:100877	[51.55098,-0.51807]
school:100878	[51.48115,-0.06981]
school:100879	[51.50075,-0.08848]
school:100880	[51.48024,-0.07820]
school:100881	[51.49265,-0.06646]
school:100882	[51.52627,-0.01746]
school:100883	[51.51345,-0.01709]
school:100884	[51.52839,-0.07424]
school:100885	[51.51591,-0.04453]
school:100886	[51.52762,-0.04711]
school:100887	[51.52107,-0.04669]
school:100888	[51.52104,-0.03859]
school:100889	[51.52349,-0.04693]
school:100890	[51.52104,-0.03859]
school:100891	[51.52972,-0.04870]
school:100892	[51.52763,-0.01417]
school:100893	[51.51632,-0.07181]
school:100894	[51.51605,-0.03841]
school:100895	[51.51056,-0.05431]
school:100896	[51.53287,-0.03900]
school:100897	[51.52925,-0.07005]
school:100898	[51.49480,-0.00982]
school:100899	[51.51347,-0.00692]
school:100900	[51.51036,-0.02991]
school:100901	[51.52178,-0.01971]
school:100902	[51.52896,-0.05150]
school:100903	[51.52495,-0.05912]
school:100904	[51.48944,-0.02005]
school:100905	[51.51414,-0.06530]
school:100906	[51.52213,-0.05242]
school:100907	[51.52841,-0.06245]
school:100908	[51.52841,-0.06353]
school:100909	[51.52787,-0.02953]
school:100910	[51.52787,-0.02953]
school:100911	[51.51384,-0.04606]
school:100912	[51.52293,-0.01237]
school:100913	[51.51170,-0.02020]
school:100914	[51.53367,-0.05431]
school:100915	[51.51056,-0.05431]
school:100916	[51.53077,-0.03627]
school:100917	[51.51916,-0.05168]
school:100918	[51.52175,-0.06485]
school:100919	[51.53351,-0.03135]
school:100920	[51.51826,-0.01328]
school:100921	[51.51380,-0.03421]
school:100922	[51.51680,-0.02587]
school:100923	[51.52304,-0.05955]
school:100924	[51.51345,-0.01709]
school:100925	[51.51345,-0.01709]
school:100926	[51.52645,-0.07536]
school:100927	[51.52570,-0.02424]
school:100928	[51.51051,-0.00886]
school:100929	[51.51414,-0.06530]
school:100930	[51.52175,-0.06485]
school:100931	[51.49819,-0.02401]
school:100932	[51.49480,-0.00982]
school:100933	[51.53351,-0.03135]
school:100934	[51.52110,-0.06498]
school:100935	[51.51009,-0.06585]
school:100936	[51.50523,-0.06571]
school:100937	[51.52597,-0.05200]
school:100938	[51.51804,-0.03738]
school:100939	[51.51316,-0.05978]
school:100940	[51.51597,-0.06492]
school:100941	[51.51871,-0.05189]
school:100942	[51.51257,-0.01877]
school:100943	[51.52419,-0.06720]
school:100944	[51.51882,-0.07189]
school:100945	[51.52502,-0.03648]
school:100946	[51.51415,-0.03235]
school:100947	[51.53272,-0.05125]
school:100948	[51.51336,-0.03044]
school:100949	[51.52752,-0.01867]
school:100950	[51.52116,-0.06793]
school:100951	[51.49104,-0.02283]
school:100952	[51.53272,-0.05125]
school:100953	[51.53003,-0.05438]
school:100954	[51.49025,-0.00534]
school:100955	[51.51371,-0.05293]
school:100956	[51.52394,-0.07075]
school:100957	[51.50370,-0.06053]
school:100958	[51.51805,-0.02863]
school:100959	[51.51009,-0.06585]
school:100960	[51.50614,-0.05531]
school:100961	[51.51638,-0.01736]
school:100962	[51.51284,-0.07176]
school:100963	[51.51371,-0.05293]
school:100964	[51.50996,-0.01992]
school:100965	[51.52339,-0.00950]
school:100966	[51.51527,-0.01229]
school:100967	[51.52654,-0.04772]
school:100968	[51.51420,-0.05968]
school:100969	[51.51835,-0.04275]
school:100970	[51.51861,-0.02471]
school:100971	[51.52739,-0.06961]
school:100972	[51.52924,-0.06172]
school:100973	[51.52075,-0.06006]
school:100974	[51.48813,-0.00763]
school:100975	[51.52739,-0.02857]
school:100976	[51.51309,-0.02087]
school:100977	[51.51635,-0.04395]
school:100978	[51.51336,-0.05118]
school:100979	[51.52992,-0.05822]
school:100980	[51.53214,-0.04670]
school:100981	[51.51258,-0.05784]
school:100982	[51.51564,-0.06282]
school:100983	[51.51727,-0.00850]
school:100984	[51.51554,-0.06344]
school:100985	[51.52415,-0.04775]
school:100986	[50.78006,0.10312]
school:100987	[51.52749,-0.02659]
school:100988	[51.52398,-0.06287]
school:100989	[51.52375,-0.03044]
school:100990	[51.44622,-0.15432]
school:100991	[51.45198,-0.24567]
school:100992	[51.47604,-0.17476]
school:100993	[51.46936,-0.16780]
school:100994	[51.42658,-0.16259]
school:100995	[51.44860,-0.14986]
school:100996	[51.45351,-0.18567]
school:100997	[51.44403,-0.18235]
school:100998	[51.45718,-0.16365]
school:100999	[51.47734,-0.17214]
school:101000	[51.47425,-0.13840]
school:101001	[51.46137,-0.20684]
school:101002	[51.43130,-0.17300]
school:101003	[51.47382,-0.15676]
school:101004	[51.42140,-0.14053]
school:101005	[51.44151,-0.18614]
school:101006	[51.46849,-0.17471]
school:101007	[51.43731,-0.16491]
school:101008	[51.42763,-0.15996]
school:101009	[51.42248,-0.15319]
school:101010	[51.46188,-0.17472]
school:101011	[51.45474,-0.16275]
school:101012	[51.45474,-0.16275]
school:101013	[51.46472,-0.22102]
school:101014	[51.46951,-0.15277]
school:101015	[51.47952,-0.14095]
school:101016	[51.42198,-0.14661]
school:101017	[51.44148,-0.15359]
school:101018	[51.44654,-0.19909]
school:101019	[51.42358,-0.16854]
school:101020	[51.46860,-0.15717]
school:101021	[51.43101,-0.17953]
school:101022	[51.45119,-0.18577]
school:101023	[51.44360,-0.19002]
school:101024	[51.45632,-0.19881]
school:101025	[51.46392,-0.15137]
school:101026	[51.44673,-0.20400]
school:101027	[51.44530,-0.21609]
school:101028	[51.45616,-0.23238]
school:101029	[51.44565,-0.24191]
school:101030	[51.46417,-0.18122]
school:101031	[51.44986,-0.21663]
school:101032	[51.44194,-0.21380]
school:101033	[51.45189,-0.24827]
school:101034	[51.46740,-0.22738]
school:101035	[51.46720,-0.16721]
school:101036	[51.44758,-0.15723]
school:101037	[51.46364,-0.22157]
school:101038	[51.44893,-0.23757]
school:101039	[51.46939,-0.16698]
school:101040	[51.46939,-0.16698]
school:101041	[51.45643,-0.18860]
school:101042	[51.42719,-0.16528]
school:101043	[51.45933,-0.18642]
school:101044	[51.47689,-0.13923]
school:101045	[51.45920,-0.20045]
school:101046	[51.46589,-0.22105]
school:101047	[51.44254,-0.15539]
school:101048	[51.47688,-0.14621]
school:101049	[51.45042,-0.20410]
school:101050	[51.45756,-0.24171]
school:101051	[51.44738,-0.22132]
school:101052	[51.43570,-0.15758]
school:101053	[51.43760,-0.16803]
school:101054	[51.44466,-0.15549]
school:101055	[51.47325,-0.15951]
school:101056	[51.47548,-0.16578]
school:101057	[51.43070,-0.15841]
school:101058	[51.42286,-0.15192]
school:101059	[51.43805,-0.17974]
school:101060	[51.45483,-0.22556]
school:101061	[51.47451,-0.17234]
school:101062	[51.44798,-0.21970]
school:101063	[51.44520,-0.19709]
school:101064	[51.45454,-0.25243]
school:101065	[51.45725,-0.21656]
school:101066	[51.44796,-0.17158]
school:101067	[51.46306,-0.20904]
school:101068	[51.44101,-0.16571]
school:101069	[51.42448,-0.20512]
school:101070	[51.46191,-0.23422]
school:101071	[51.45643,-0.17288]
school:101072	[51.45685,-0.21809]
school:101073	[51.44610,-0.14363]
school:101074	[51.45028,-0.15885]
school:101075	[51.45917,-0.19764]
school:101076	[51.44101,-0.16571]
school:101077	[51.47460,-0.15755]
school:101078	[51.44477,-0.15656]
school:101079	[51.43757,-0.15844]
school:101080	[51.44040,-0.15483]
school:101081	[51.45126,-0.22078]
school:101082	[51.47701,-0.14573]
school:101083	[51.42163,-0.14515]
school:101084	[51.45717,-0.16610]
school:101085	[51.47341,-0.17230]
school:101086	[51.43656,-0.24348]
school:101087	[51.46186,-0.22233]
school:101088	[51.46170,-0.15106]
school:101089	[51.45198,-0.16525]
school:101090	[51.43244,-0.16348]
school:101091	[51.46160,-0.15410]
school:101092	[51.45644,-0.20747]
school:101093	[51.44372,-0.21307]
school:101094	[51.44865,-0.15847]
school:101095	[51.35282,1.43730]
school:101096	[51.31476,-0.72529]
school:101097	[51.46693,-0.15569]
school:101098	[51.45829,-0.23233]
school:101099	[51.45907,-0.23376]
school:101100	[51.44116,-0.17166]
school:101101	[51.46289,-0.15481]
school:101102	[51.46372,-0.24965]
school:101103	[51.43716,-0.18628]
school:101104	[51.48666,-0.13248]
school:101105	[51.52890,-0.20180]
school:101106	[51.52805,-0.20192]
school:101107	[51.53280,-0.16910]
school:101108	[51.52303,-0.17790]
school:101109	[51.48736,-0.13962]
school:101110	[51.52140,-0.18955]
school:101111	[51.52806,-0.19497]
school:101112	[51.52585,-0.17138]
school:101113	[51.49142,-0.13047]
school:101114	[51.53184,-0.20820]
school:101115	[51.53887,-0.17689]
school:101116	[51.51405,-0.18646]
school:101117	[51.53579,-0.16977]
school:101118	[51.53887,-0.17689]
school:101119	[51.51405,-0.18646]
school:101120	[51.52742,-0.20821]
school:101121	[51.51985,-0.13863]
school:101122	[51.49513,-0.13523]
school:101123	[51.51681,-0.16445]
school:101124	[51.52135,-0.19143]
school:101125	[51.53453,-0.19158]
school:101126	[51.49053,-0.15165]
school:101127	[51.51356,-0.11916]
school:101128	[51.52333,-0.16570]
school:101129	[51.48635,-0.14256]
school:101130	[51.50882,-0.15012]
school:101131	[51.51174,-0.13439]
school:101132	[51.51298,-0.17955]
school:101133	[51.52742,-0.18223]
school:101134	[51.53224,-0.20302]
school:101135	[51.52255,-0.18982]
school:101136	[51.52042,-0.16305]
school:101137	[51.51792,-0.19795]
school:101138	[51.49739,-0.13112]
school:101139	[51.52414,-0.19697]
school:101140	[51.49612,-0.14689]
school:101141	[51.52362,-0.18681]
school:101142	[51.51901,-0.19586]
school:101143	[51.51862,-0.15269]
school:101144	[51.49580,-0.14013]
school:101145	[51.52525,-0.17374]
school:101146	[51.48873,-0.13219]
school:101147	[51.52145,-0.16638]
school:101148	[51.48818,-0.13720]
school:101149	[51.53784,-0.17669]
school:101150	[51.52185,-0.16908]
school:101151	[51.49603,-0.13453]
school:101152	[51.52221,-0.15217]
school:101153	[51.49797,-0.13909]
school:101154	[51.53428,-0.19244]
school:101155	[51.53303,-0.18779]
school:101156	[51.53393,-0.17671]
school:101157	[51.51846,-0.14699]
school:101158	[51.52468,-0.16032]
school:101159	[51.49872,-0.12962]
school:101160	[51.49422,-0.15493]
school:101161	[51.49157,-0.15388]
school:101162	[51.49823,-0.12791]
school:101163	[51.48696,-0.17239]
school:101164	[51.51385,-0.16297]
school:101165	[51.49176,-0.13413]
school:101166	[51.49617,-0.13975]
school:101167	[51.53482,-0.17803]
school:101168	[51.53485,-0.17695]
school:101169	[51.53586,-0.16409]
school:101170	[51.51334,-0.12591]
school:101171	[51.52387,-0.15225]
school:101172	[51.51715,-0.16264]
school:101173	[51.49051,-0.13151]
school:101174	[51.53081,-0.16814]
school:101175	[51.46106,-0.17500]
school:101176	[51.53433,-0.19008]
school:101177	[51.53272,-0.17973]
school:101178	[51.49281,-0.14258]
school:101179	[51.51340,-0.18606]
school:101180	[51.99653,-0.76757]
school:101181	[51.52847,-0.21535]
school:101182	[51.51477,-0.19203]
school:101183	[51.39061,1.39510]
school:101184	[51.52539,-0.20231]
school:101185	[51.53624,0.12807]
school:101186	[51.53624,0.12807]
school:101187	[51.54692,0.11534]
school:101188	[51.54692,0.11534]
school:101189	[51.53643,0.10112]
school:101190	[51.53255,0.08105]
school:101191	[51.53255,0.08105]
school:101192	[51.54264,0.10150]
school:101193	[51.54264,0.10150]
school:101194	[51.53541,0.11633]
school:101195	[51.53541,0.11633]
school:101196	[51.54136,0.07526]
school:101197	[51.54136,0.07526]
school:101198	[51.53595,0.09075]
school:101199	[51.53595,0.09075]
school:101200	[51.52763,0.10566]
school:101201	[51.55917,0.15433]
school:101202	[51.52825,0.16401]
school:101203	[51.57148,0.14009]
school:101204	[51.53787,0.13899]
school:101205	[51.53787,0.13899]
school:101206	[51.55881,0.14060]
school:101207	[51.55881,0.14060]
school:101208	[51.54759,0.15606]
school:101209	[51.54685,0.15598]
school:101210	[51.58528,0.13762]
school:101211	[51.53116,0.15196]
school:101212	[51.56312,0.17672]
school:101213	[51.56357,0.17610]
school:101214	[51.55147,0.13476]
school:101215	[51.55147,0.13476]
school:101216	[51.53569,0.16798]
school:101217	[51.54803,0.15081]
school:101218	[51.54803,0.15081]
school:101219	[51.57626,0.14266]
school:101220	[51.53696,0.14504]
school:101221	[51.55799,0.13197]
school:101222	[51.55799,0.13197]
school:101223	[51.53871,0.15258]
school:101224	[51.58588,0.13584]
school:101225	[51.52763,0.10566]
school:101226	[51.55917,0.15433]
school:101227	[51.54364,0.14432]
school:101228	[51.55509,0.14536]
school:101229	[51.56183,0.12767]
school:101230	[51.54936,0.12624]
school:101231	[51.55683,0.11738]
school:101232	[51.54198,0.17085]
school:101233	[51.53664,0.07548]
school:101234	[51.53871,0.15258]
school:101235	[51.53448,0.07701]
school:101236	[51.55237,0.14391]
school:101237	[51.53189,0.14440]
school:101238	[51.55014,0.12468]
school:101239	[51.55983,0.12217]
school:101240	[51.57686,0.14129]
school:101241	[51.54264,0.10150]
school:101242	[51.53447,0.15584]
school:101243	[51.55148,0.16370]
school:101244	[51.54247,0.09024]
school:101245	[51.56180,0.14562]
school:101246	[51.54876,0.13257]
school:101247	[51.56272,0.15129]
school:101248	[51.54092,0.08992]
school:101249	[51.55214,0.14757]
school:101250	[51.53340,0.13836]
school:101251	[51.64508,-0.16465]
school:101252	[51.63160,-0.14205]
school:101253	[51.61066,-0.18654]
school:101254	[51.64906,-0.16824]
school:101255	[51.63431,-0.16948]
school:101256	[51.60102,-0.26469]
school:101257	[51.57680,-0.23239]
school:101258	[51.60074,-0.26465]
school:101259	[51.58750,-0.21620]
school:101260	[51.62944,-0.27385]
school:101261	[51.62968,-0.27574]
school:101262	[51.59024,-0.18836]
school:101263	[51.59024,-0.18836]
school:101264	[51.63023,-0.14814]
school:101265	[51.56220,-0.20690]
school:101266	[51.63527,-0.15927]
school:101267	[51.56570,-0.21766]
school:101268	[51.56570,-0.21766]
school:101269	[51.58874,-0.24707]
school:101270	[51.60278,-0.15198]
school:101271	[51.62729,-0.25255]
school:101272	[51.65323,-0.17849]
school:101273	[51.61307,-0.26077]
school:101274	[51.61307,-0.26077]
school:101275	[51.60846,-0.22439]
school:101276	[51.61009,-0.27531]
school:101277	[51.61009,-0.27531]
school:101278	[51.62733,-0.25697]
school:101279	[51.65657,-0.21018]
school:101280	[51.61499,-0.20202]
school:101281	[51.58490,-0.19752]
school:101282	[51.58490,-0.19752]
school:101283	[51.60408,-0.25723]
school:101284	[51.64221,-0.18883]
school:101285	[51.60500,-0.14405]
school:101286	[51.61697,-0.15105]
school:101287	[51.58391,-0.24810]
school:101288	[51.58391,-0.24810]
school:101289	[51.65551,-0.16663]
school:101290	[51.60079,-0.18104]
school:101291	[51.59484,-0.16820]
school:101292	[51.59484,-0.16820]
school:101293	[51.63675,-0.14635]
school:101294	[51.60992,-0.18583]
school:101295	[51.60992,-0.18583]
school:101296	[51.61603,-0.17937]
school:101297	[51.60945,-0.16834]
school:101298	[51.62393,-0.19371]
school:101299	[51.60032,-0.17756]
school:101300	[51.64541,-0.20544]
school:101301	[51.64541,-0.20544]
school:101302	[51.57177,-0.20964]
school:101303	[51.57177,-0.20964]
school:101304	[51.64551,-0.21819]
school:101305	[51.60863,-0.25285]
school:101306	[51.60863,-0.25285]
school:101307	[51.64532,-0.20055]
school:101308	[51.59990,-0.24615]
school:101309	[51.59178,-0.20669]
school:101310	[51.59990,-0.24615]
school:101311	[51.59110,-0.23174]
school:101312	[51.62709,-0.17009]
school:101313	[51.62709,-0.17009]
school:101314	[51.64358,-0.15872]
school:101315	[51.56212,-0.19995]
school:101316	[51.65886,-0.21203]
school:101317	[51.59114,-0.16839]
school:101318	[51.66290,-0.19076]
school:101319	[51.61680,-0.15574]
school:101320	[51.58475,-0.22716]
school:101321	[51.62670,-0.17705]
school:101322	[51.58475,-0.22716]
school:101323	[51.60357,-0.20013]
school:101324	[51.64102,-0.16149]
school:101325	[51.61624,-0.14424]
school:101326	[51.62056,-0.23142]
school:101327	[51.63000,-0.19641]
school:101328	[51.65090,-0.15274]
school:101329	[51.62900,-0.16776]
school:101330	[51.60277,-0.26016]
