academy-school-eng	school-type	academy-trust	school-trust-join-date	academy-sponsor
142075	28	company:07348167	2015-01-09	Ninestiles Academy Trust
142076	28	company:08158400	2015-01-09	Portswood Primary Academy Trust
142077	28	company:08066610	2015-01-09	The Legra Academy Trust
142078	28	company:08735454	2016-01-07	Belgrave St Bartholomew's Academy
142081	40	company:07911362		
142082	28			
142083	28	company:08366199	2015-01-09	Diocese of Guildford
142084	28	company:07768726	2015-01-12	Bourne Education Trust
142085	43	company:09709935	2015-01-09	Telford College of Arts & Technology
142086	33	company:08140768	2016-01-01	Northern House School Academy Trust
142088	28	company:07950891	2016-01-02	Education Partnership Trust
142089	28	company:09466013		University of Brighton
142091	34	company:08076374	2015-01-10	The Flying High Trust
142093	34	company:08901256	2015-01-07	
142094	44	company:09067175	2015-01-11	The Shaw Trust
142095	34	company:09613632	2015-01-08	
142096	34	company:09613632	2015-01-09	
142097	34	company:09613632	2015-01-08	
142100	34	company:09628750	2015-01-07	
142101	34	company:09628750	2015-01-07	
142102	34	company:09628750	2015-01-07	
142103	34	company:09628750	2015-01-07	
142104	34	company:09591931	2015-01-08	
142105	34	company:09341374	2015-01-06	Diocese of Carlisle
142106	34	company:09341374	2015-01-09	Diocese of Carlisle
142107	42	company:08476149	2015-01-09	Orchard Hill College
142129	40	company:08289534		
142130	40	company:08351953		
142136	44	company:09610951	2015-01-07	
142137	34	company:09628754	2015-01-09	
142139	34	company:07577113	2015-01-07	Aston Community Education Trust (ACET)
142140	34	company:08143249	2015-01-07	Diocese of Oxford
142141	34	company:09604912		
142142	34		2015-01-07	Diocese of Hereford
142143	42	company:09611796	2015-01-09	The SABDEN MAT
142144	34	company:07387540	2015-01-07	ASPIRE Academy Trust
142145	34	company:09578698	2015-01-07	
142146	44	company:09611796	2015-01-09	The SABDEN MAT
142147	34	company:08509710	2015-01-07	Diocese of Peterborough
142148	34	company:07663935	2016-01-03	
142149	34	company:08422015	2015-01-09	Diocese of Coventry
142150	34	company:07542211	2016-01-04	South Hunsley School and Sixth Form College
142151	44	company:09611796	2015-01-09	The SABDEN MAT
142152	34	company:08143249	2015-01-07	Diocese of Oxford
142153	34	company:09617166	2015-01-07	Bridgnorth Area Schools Trust
142154	34	company:09626002	2015-01-08	
142155	34		2015-01-07	Bishop Konstant Catholic Academy Trust
142156	34	company:08176019	2015-01-07	Kent Catholic Schools Partnership (KCSP)
142157	34	company:09628754	2015-01-09	
142158	34			
142159	34		2015-01-07	The Bishop Wheeler Catholic Academy Trust
142160	34	company:09628754	2015-01-09	
142161	34	company:09626002	2015-01-08	
142162	34	company:08176019	2015-01-07	Kent Catholic Schools Partnership (KCSP)
142163	44	company:09611796	2015-01-09	The SABDEN MAT
142164	34	company:08538844	2015-01-07	Diocese of Exeter
142165	34	company:09578698	2015-01-07	
142166	34	company:09620043		
142167	34	company:09578698	2015-01-07	
142168	44	company:09610951	2015-01-07	
142169	44	company:09461655	2015-01-08	
142170	44	company:09461655	2015-01-08	
142175	34	company:08364709	2016-01-09	Fylde Coast Teaching School Ltd
142176	34		2015-01-07	The Bishop Wheeler Catholic Academy Trust
142177	34	company:09642581	2015-01-09	Cirrus Primary Academy Trust
142181	28	company:07535642		Bohunt School
142182	28	company:09007740		Floreat Education
142183	28	company:07821367	2015-01-09	The Primary Academies Trust
142185	28	company:06864339		Greenwood Academies Trust
142186	28			
142187	28	company:08452281	2015-01-10	REAch2
142188	28	company:02336587		Leigh Academies Trust
142189	34	company:09668526	2015-01-08	Yorkshire Collaborative Academy Trust (YCAT)
142190	34	company:07462885	2015-01-08	Wakefield City Academies Trust
142191	34	company:09696059	2015-01-08	
142192	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142193	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142194	34	company:07846852	2015-01-08	Academy Transformation Trust (ATT)
142195	34	company:09702162	2015-01-08	The Archbishop Romero MAC (Coventry)
142196	34	company:09690231	2015-01-08	
142197	34	company:09702162	2015-01-08	The Archbishop Romero MAC (Coventry)
142198	34	company:09668526	2015-01-08	Yorkshire Collaborative Academy Trust (YCAT)
142200	34	company:09696059	2015-01-08	
142201	34	company:09668526	2015-01-08	Yorkshire Collaborative Academy Trust (YCAT)
142202	34			
142203	34	company:07887796	2015-01-08	Victoria Park Primary Academy
142204	34	company:07523507	2015-01-08	
142205	34	company:09702162	2015-01-08	The Archbishop Romero MAC (Coventry)
142206	34	company:09696059	2015-01-08	
142208	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142209	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142210	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142211	34	company:09702162	2015-01-08	The Archbishop Romero MAC (Coventry)
142212	34	company:09702162	2015-01-08	The Archbishop Romero MAC (Coventry)
142213	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142214	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142215	34	company:09702162	2015-01-08	The Archbishop Romero MAC (Coventry)
142216	34	company:10013691	2016-01-03	The Holy Trinity MAC (South Staffordshire)
142217	34	company:09702162	2015-01-08	The Archbishop Romero MAC (Coventry)
142218	34	company:09696059	2015-01-08	
142219	34	company:08331922	2015-01-08	
142220	34	company:07523507	2015-01-08	
142226	28	company:09693822	2015-01-09	St Mary's Catholic Infant School
142227	34	company:07746787	2015-01-09	Wellsway School Academy Trust
142228	34	company:09662313	2015-01-09	
142229	34	company:09662313	2015-01-09	
142230	34	company:09718257	2015-01-09	Prince Albert Community Trust
142231	34	company:09718257	2015-01-09	Prince Albert Community Trust
142232	34	company:09677469	2016-01-06	
142233	34	company:07559170	2015-01-09	Education for the 21st Century
142234	34			
142235	34	company:09679683	2015-01-09	
142236	34	company:09648418	2015-01-09	
142237	34	company:09587693	2015-01-09	
142238	34	company:09683218	2015-01-09	
142239	34	company:07565242	2015-01-09	Peninsula Learning Trust
142240	34	company:09683218	2015-01-09	
142241	34	company:07565242	2015-01-09	Peninsula Learning Trust
142242	34	company:08782544	2015-01-09	Atlantic Centre of Excellence (ACE)
142243	34	company:09683218	2015-01-09	
142244	34	company:09728614	2015-01-09	Inspire Education Trust
142245	34	company:09728614	2015-01-09	Inspire Education Trust
142246	34	company:09693822	2015-01-09	St Mary's Catholic Infant School
142247	34	company:09692208	2015-01-09	
142248	34	company:09692208	2015-01-09	
142249	34	company:09692208	2015-01-09	
142250	34	company:09253218	2015-01-09	Acorn Multi Academy Trust
142251	34	company:07713540	2015-01-09	Learning Academy Partnership
142252	34	company:08709542	2015-01-09	Diocese of Chelmsford
142253	34	company:09791050	2015-01-11	
142254	34	company:08823327	2015-01-10	Eveleigh LINK Academy Trust
142255	34	company:04468267	2015-01-09	The Mossbourne Federation
142256	34	company:09635397		
142257	44	company:09691510		
142258	42	company:09662303	2015-01-09	Venn Academy Trust
142259	42	company:09662303	2015-01-09	Venn Academy Trust
142260	44	company:09662303	2015-01-09	Venn Academy Trust
142261	34	company:08537140	2015-01-09	
142262	34	company:09635329	2015-01-09	
142263	34	company:09660515	2015-01-09	
142264	34	company:09660515	2015-01-09	
142265	34	company:08652284	2015-01-09	St James and Emmanuel Academy Trust
142266	44	company:09646939	2015-01-09	
142267	34	company:09148738	2015-01-09	Learning in Harmony
142268	34	company:08056907	2015-01-09	Enquire Learning Trust
142269	34	company:08056907	2015-01-09	Enquire Learning Trust
142270	34	company:08509710	2015-01-09	Diocese of Peterborough
142271	34	company:07687709	2015-01-09	Cranmer Educational Trust
142272	34	company:09203984	2015-01-09	
142273	34	company:09203984	2015-01-09	
142274	34	company:08119703	2015-01-09	Mercia Learning Trust
142275	34	company:07972070	2015-01-09	Bursley Academy Trust Limited
142276	34	company:07972070	2015-01-09	Bursley Academy Trust Limited
142277	34	company:09679560	2015-01-10	
142278	34	company:09679560	2015-01-10	
142279	34	company:09676023	2015-01-09	
142280	34	company:09676023	2015-01-09	
142281	34	company:09676023	2015-01-09	
142282	34	company:09676023	2015-01-09	
142283	45	company:09702333	2015-01-09	West Suffolk College
142284	34	company:07692130	2015-01-11	
142285	34	company:07472736	2015-01-11	Community Academies Trust (CAT)
142286	34	company:08071176	2015-01-10	Focus-Trust
142287	34	company:07713540	2015-01-09	Learning Academy Partnership
142288	44	company:09666511	2016-01-01	
142289	44	company:09666511	2016-01-01	
142290	34	company:09466013	2015-01-09	University of Brighton
142291	34	company:09466013	2015-01-09	University of Brighton
142292	34	company:08156759	2015-01-09	Diocese of Bristol Academies Trust (DBAT)
142293	34	company:08156759	2015-01-12	Diocese of Bristol Academies Trust (DBAT)
142294	34	company:09662313	2015-01-09	
142295	34	company:09662313	2015-01-09	
142296	34	company:09677480	2015-01-12	
142297	34			
142298	34	company:09323096	2015-01-09	
142299	34	company:09323096	2015-01-09	
142300	34	company:09323096	2015-01-09	
142301	34	company:09323096	2015-01-09	
142302	44	company:09617195	2015-01-09	
142303	34	company:07387540	2015-01-09	ASPIRE Academy Trust
142304	34	company:08880841	2015-01-09	Truro and Penwith College
142305	34	company:08880841	2015-01-09	Truro and Penwith College
142306	34	company:09679536		
142307	34	company:09662303	2015-01-09	Venn Academy Trust
142308	44	company:09691946	2015-01-09	
142309	44	company:09691946	2015-01-09	
142310	34	company:09660515	2015-01-09	
142311	34	company:07697171	2015-01-09	Tapton School Academy trust
142312	34	company:09115941	2015-01-09	
142313	34	company:07421140	2015-01-09	John Taylor High School
142314	34	company:09625982	2015-01-09	
142315	34	company:07597068	2015-01-09	The Howard Partnership Trust
142316	34	company:07699625	2015-01-09	The Athelstan Trust
142317	34	company:09527057	2015-01-12	
142318	34	company:08156759	2015-01-09	Diocese of Bristol Academies Trust (DBAT)
142319	34		2015-01-09	
142321	28	company:08156759		Diocese of Bristol Academies Trust (DBAT)
142326	28			Preston CofE VC Primary School
142327	28	company:08756412		Huish Primary School, Yeovil
142331	44		2015-01-09	Ascent Academies Trust
142339	34	company:08678162	2015-01-10	President Kennedy School Academy
142340	34			
142341	34	company:08143249	2015-01-10	Diocese of Oxford
142342	34	company:07844791	2016-01-09	The Olympus Academy Trust
142343	34			
142344	34		2015-01-11	Diocese of Middlesbrough
142345	34	company:09785186	2015-01-10	
142346	34	company:09782388	2015-01-10	
142347	34	company:07738386	2015-01-10	The Village Academy Trust
142348	34	company:08076374	2015-01-10	The Flying High Trust
142349	34	company:09780473	2015-01-10	Elston Hall Multi Academy Trust
142350	34	company:08060721	2015-01-10	
142351	34	company:09700223	2015-01-10	Every Child Matters Academy Trust
142352	34	company:09754024	2015-01-10	
142353	34	company:09284055	2015-01-10	drb Ignite Limited
142354	34	company:09754024	2015-01-10	
142355	34	company:07523436	2015-01-10	Windsor Academy Trust
142356	34	company:09785186	2015-01-10	
142357	34	company:09683579		
142358	34	company:08326570	2016-01-01	Diocese of Birmingham Education Trust
142359	34	company:09124782	2015-01-10	Waterton MAT
142360	34			
142361	34	company:09751294	2015-01-10	
142362	34	company:08060721	2015-01-11	
142363	34	company:09782388	2015-01-10	
142364	34	company:09751294	2015-01-10	
142365	34		2015-01-11	Diocese of Middlesbrough
142366	34	company:09785186	2015-01-10	
142367	34		2015-01-11	Diocese of Middlesbrough
142368	34		2015-01-11	Diocese of Middlesbrough
142369	34		2015-01-11	Diocese of Middlesbrough
142370	34		2015-01-11	Diocese of Middlesbrough
142371	34		2015-01-11	Diocese of Middlesbrough
142372	34	company:09035788	2015-01-10	Diocese of Canterbury
142373	34		2015-01-11	Diocese of Middlesbrough
142374	34		2015-01-11	Diocese of Middlesbrough
142375	34	company:08255653	2015-01-11	Diocese of Birmingham Education Trust
142376	34		2015-01-11	Diocese of Middlesbrough
142377	34	company:08143249	2015-01-10	Diocese of Oxford
142378	42	company:08425513	2015-01-10	TBAP Trust
142379	34	company:09771413		
142380	34	company:09785186	2015-01-10	
142381	34	company:09741508	2015-01-10	
142382	34		2015-01-11	Diocese of Middlesbrough
142383	44	company:07827368	2015-01-12	The Central Learning Partnership Trust
142384	34	company:07966500	2015-01-11	River Learning Trust
142385	34	company:09700223	2015-01-10	Every Child Matters Academy Trust
142386	34	company:09284055	2015-01-10	drb Ignite Limited
142387	28	company:09270040	2015-01-11	The Challenger Multi-Academy Trust
142388	28	company:07348167		Ninestiles Academy Trust
142389	28	company:07387540	2015-01-11	ASPIRE Academy Trust
142390	28	company:07819870	2016-01-02	First Federation Trust
142391	28	company:08542806		Hull Collaborative Academy Trust
142392	28	company:08085503	2015-01-11	Tollbar Academy Trust
142393	28	company:07654628	2016-01-02	Rainham Mark Grammar School
142394	28	company:09175427	2015-01-12	The Howard Academy Trust
142395	28	company:08737435	2015-01-11	Diocese of Norwich Education Academies Trust
142396	28	company:07546118	2015-01-11	West Norfolk Academies Trust
142397	28	company:08116706	2015-01-12	The Elliot Foundation Academies Trust
142398	28	company:07543202	2016-01-01	Leo Academy Trust
142399	28	company:09223515	2016-01-01	The Westbrook Trust
142400	28	company:07949111	2016-01-07	Hatton Academies Trust
142401	28	company:07705438	2016-01-01	Heighington Millfield Primary Academy
142402	28		2015-01-12	Diocese of Bath and Wells Multi Academy Trust
142403	28	company:08753719	2016-01-01	
142404	28	company:07588104	2016-01-01	Synaptic Trust
142405	28			David Nieper Ltd
142406	28	company:07732537	2016-01-04	Batley Girls' High School
142409	28	company:07551959	2016-01-02	GLF Schools
142410	28	company:08104111		Discovery Schools Academies Trust Ltd
142412	28	company:08840373		The Harmony Trust
142415	34	company:09785186	2015-01-10	
142420	44			
142421	34	company:07702211	2016-01-05	
142422	34	company:09878928	2016-01-03	
142423	34	company:07720181	2016-01-06	Woodkirk Academy
142424	34	company:08116706	2015-01-11	The Elliot Foundation Academies Trust
142425	34	company:08071176	2015-01-11	Focus-Trust
142426	34	company:07551959	2015-01-11	GLF Schools
142427	34	company:07720181	2016-01-06	Woodkirk Academy
142428	34			
142429	34	company:09035788	2015-01-11	Diocese of Canterbury
142430	34	company:07462885	2015-01-11	Wakefield City Academies Trust
142431	34			
142432	34	company:09801986		
142433	34	company:07551959	2015-01-11	GLF Schools
142434	34	company:08149299	2015-01-11	Diocese of Gloucester Academies Trust
142435	34			
142436	34			
142437	34	company:09795288	2015-01-11	
142438	34	company:08149299	2015-01-11	Diocese of Gloucester Academies Trust
142439	34	company:07702211	2016-01-04	
142440	34	company:08542806	2016-01-03	Hull Collaborative Academy Trust
142441	34	company:09675372	2015-01-12	
142442	34	company:09878928	2016-01-03	
142443	34	company:08538844	2015-01-11	Diocese of Exeter
142444	34	company:08880841	2015-01-11	Truro and Penwith College
142445	34			
142446	34	company:09894699		
142447	34	company:09878928	2016-01-02	
142448	34		2016-01-02	Diocese of Hereford
142449	34	company:07966500	2015-01-11	River Learning Trust
142450	34	company:08120960	2015-01-11	Wellspring Academy Trust
142451	34	company:08149299	2015-01-11	Diocese of Gloucester Academies Trust
142452	34	company:07720181	2016-01-03	Woodkirk Academy
142453	34	company:09903139		
142459	28	company:08737435	2016-01-03	Diocese of Norwich Education Academies Trust
142460	28			
142461	28	company:08107310	2016-01-01	The Silver Birch Academy Trust
142462	28	company:08027885	2016-01-02	Heathfield Academy Trust
142464	28	company:07462885	2016-01-04	Wakefield City Academies Trust
142465	28	company:08737435	2016-01-03	Diocese of Norwich Education Academies Trust
142466	28	company:08737435	2016-01-03	Diocese of Norwich Education Academies Trust
142467	28	company:08737435	2016-01-03	Diocese of Norwich Education Academies Trust
142468	28	company:07338780	2016-01-03	CWA Academy Trust
142469	28	company:07353849	2016-01-04	Tauheedul Education Trust.
142470	28			
142471	28			
142472	28	company:09379253	2016-01-01	South Cheshire College
142473	28			
142487	42	company:09861442	2016-01-04	River Tees Multi Academy Trust
142489	34	company:07506598	2015-01-12	
142490	34	company:08366199	2015-01-12	Diocese of Guildford
142492	34		2015-01-12	Diocese of Bath and Wells Multi Academy Trust
142493	34	company:09124782	2015-01-12	Waterton MAT
142496	34	company:07736425	2015-01-12	Bridge Multi Academy Trust
142497	34	company:07553531	2015-01-12	Northern Star Academies Trust
142498	34	company:08116706	2015-01-12	The Elliot Foundation Academies Trust
142499	34	company:08056907	2015-01-12	Enquire Learning Trust
142500	34	company:09809895	2015-01-12	
142501	34	company:08053288	2016-01-02	Wise Owl Trust
142502	42	company:09861442	2016-01-04	River Tees Multi Academy Trust
142503	34	company:09809895	2015-01-12	
142505	34	company:09809895	2015-01-12	
142506	34	company:09809895	2015-01-12	
142507	34	company:08738949	2015-01-12	Diocese of Southwell & Nottingham
142508	34	company:08143249	2015-01-12	Diocese of Oxford
142509	34	company:09912859	2016-01-03	
142510	44	company:09071623	2016-01-08	Community Inclusive Trust (CIT)
142511	42	company:09861442	2016-01-04	River Tees Multi Academy Trust
142512	34	company:09809895	2015-01-12	
142513	34	company:09680241	2015-01-12	
142514	34	company:09809895	2015-01-12	
142517	28			
142526	34	company:08464996	2016-01-01	Diocese of Ely
142527	34	company:08464996	2016-01-01	Diocese of Ely
142528	28			
142533	28			
142539	28	company:09889819	2016-01-04	The Blue Kite Academy Trust
142540	28	company:08150106	2016-01-03	Launceston College
142541	34	company:08166526	2016-01-03	RSA Academies
142542	34	company:09913676	2016-01-02	
142543	34	company:08166526	2016-01-03	RSA Academies
142544	34	company:07693338	2016-01-01	Brooke Hill Academy
142545	34	company:09916360	2016-01-01	
142546	34	company:09889819	2016-01-02	The Blue Kite Academy Trust
142547	34	company:09896672	2016-01-01	
142548	34	company:08076374	2016-01-01	The Flying High Trust
142549	34	company:08880841	2016-01-01	Truro and Penwith College
142550	34	company:07687709	2016-01-01	Cranmer Educational Trust
142551	34	company:08156955	2016-01-01	
142552	34	company:08027943	2016-01-01	The Dean Trust
142553	34	company:08880841	2016-01-01	Truro and Penwith College
142554	34	company:09896672	2016-01-01	
142555	44	company:09853252	2016-01-01	
142556	34	company:07917752	2016-01-02	St Marys Academy Trust
142557	44	company:09896071	2016-01-01	
142558	34	company:09887971	2016-01-01	
142559	34	company:07821367	2016-01-04	The Primary Academies Trust
142560	34	company:09887971	2016-01-01	
142561	34	company:09648420	2016-01-04	
142562	34	company:09896672	2016-01-01	
142563	34		2016-01-03	Diocese of Bath and Wells Multi Academy Trust
142564	34	company:08156955	2016-01-01	
142565	34	company:07842369	2016-01-01	New Dawn Trust
142566	34	company:09896672	2016-01-01	
142570	28	company:09718257	2016-01-04	Prince Albert Community Trust
142574	28	company:07729878	2016-01-02	SHARE Multi Academy Trust
142575	28	company:07481145	2016-01-02	Priorslee Multi-Academy Trust
142576	28	company:07723151	2016-01-02	The Slough and East Berkshire C of E Multi Academy Trust (SEBMAT)
142577	28	company:07633694	2016-01-04	Greenshaw Learning Trust (Greenshaw High School)
142578	28	company:07462885	2016-01-04	Wakefield City Academies Trust
142579	28	company:07728112	2016-01-06	Fosse Way School
142580	28	company:08158619	2016-01-03	Costessey Academy Trust (Evolution Academy Trust)
142581	28	company:07472736	2016-01-03	Community Academies Trust (CAT)
142582	28	company:07462885	2016-01-04	Wakefield City Academies Trust
142583	28			
142584	34			
142585	34	company:09946495	2016-01-02	
142586	34	company:02336587	2016-01-02	Leigh Academies Trust
142587	34	company:09918358		
142588	34	company:08737435	2016-01-03	Diocese of Norwich Education Academies Trust
142589	34	company:08737435	2016-01-03	Diocese of Norwich Education Academies Trust
142590	34	company:08258994	2016-01-02	Bradford Diocesan Academies Trust
142591	34	company:09950137	2016-01-02	Cygnus Academies Trust
142592	34	company:07663935	2016-01-08	
142593	34	company:07663935	2016-01-07	
142594	34	company:07846852	2016-01-02	Academy Transformation Trust (ATT)
142595	34	company:09499496	2016-01-02	Diocese of St Edmundsbury and Ipswich Academy Trust
142596	34	company:07819870	2016-01-02	First Federation Trust
142597	34	company:09499496	2016-01-02	Diocese of St Edmundsbury and Ipswich Academy Trust
142598	34	company:09499496	2016-01-02	Diocese of St Edmundsbury and Ipswich Academy Trust
142599	34	company:08737435	2016-01-03	Diocese of Norwich Education Academies Trust
142600	34	company:09888339		
142601	34	company:09940352	2016-01-02	
142602	34	company:09290889	2016-01-02	The Hamwic Trust
142604	40			
142605	40	company:07652696		The Sheffield College
142607	42	company:09606079	2016-01-18	
142609	28			Sir William Borlase's Grammar School
142610	28	company:07671255	2016-01-05	Pickhurst Junior School
142611	28	company:07542155	2016-01-04	Tenax Schools Trust
142612	33	company:08605705	2016-01-04	Parallel Learning Trust
142613	28	company:09950137	2016-01-04	Cygnus Academies Trust
142614	28			
142628	28			
142629	28	company:08120960	2016-01-04	Wellspring Academy Trust
142630	33	company:08120960		Wellspring Academy Trust
142631	28	company:08612100	2016-01-04	Odyssey Educational Trust
142632	28	company:10028278	2016-01-05	Leading Learning Trust
142633	28			
142634	28	company:08286818	2016-01-04	The Heart Education Trust
142636	34	company:08116706	2016-01-03	The Elliot Foundation Academies Trust
142637	34	company:10067116	2016-01-04	
142638	34		2016-01-04	The Cam Academy Trust
142639	34	company:10049068	2016-01-04	
142641	34	company:10049068	2016-01-04	
142642	34			
142643	34	company:06982127	2016-01-08	Ormiston Academies Trust
142645	34	company:08143249	2016-01-03	Diocese of Oxford
142648	34	company:10067116	2016-01-04	
142649	34	company:10049068	2016-01-04	
142650	34	company:08509710	2016-01-03	Diocese of Peterborough
142651	34	company:08509710	2016-01-03	Diocese of Peterborough
142652	34	company:10049068	2016-01-04	
142661	34	company:08509710	2016-01-03	Diocese of Peterborough
142662	34	company:07557817	2016-01-03	The Roseland Community College
142663	34	company:09913676	2016-01-04	
142664	34	company:07674473	2016-01-03	Vale Academy Trust
142665	44	company:09071623	2016-01-03	Community Inclusive Trust (CIT)
142666	44	company:09071623	2016-01-03	Community Inclusive Trust (CIT)
142667	44	company:09071623	2016-01-03	Community Inclusive Trust (CIT)
142668	34	company:07557817	2016-01-03	The Roseland Community College
142669	34	company:08538844	2016-01-05	Diocese of Exeter
142673	34	company:08449062	2016-01-03	
142679	28	company:08566185	2016-01-05	Perry Hall Multi Academy Trust
142680	28	company:09443906	2016-01-04	St Martins Multi Academy Trust
142681	28	company:07353849	2016-01-04	Tauheedul Education Trust.
142682	28	company:10052450	2016-01-06	Royal Berkshire Schools Trust
142683	28	company:09952066	2016-01-04	Portico Academy Trust
142684	28	company:09780473	2016-01-04	Elston Hall Multi Academy Trust
142685	34	company:10065284	2016-01-04	
142686	34	company:10034419	2016-01-04	
142687	44	company:08476149	2016-01-04	Orchard Hill College
142688	34	company:10056460	2016-01-06	Plym Academy Trust
142689	34	company:07542155	2016-01-05	Tenax Schools Trust
142690	34	company:08561222	2016-01-05	
142691	34	company:08561222	2016-01-04	
142692	34	company:08561222	2016-01-04	
142693	34	company:09996478	2016-01-04	
142694	34	company:07943613	2016-01-04	
142695	44	company:10004115	2016-01-04	
142696	34	company:09999238	2016-01-04	
142697	34	company:07943613	2016-01-04	
142698	44	company:08476149	2016-01-04	Orchard Hill College
142699	34	company:08339345	2016-01-04	Partnership Learning
142700	34	company:07700317	2016-01-04	Finham Park Multi Academy Trust
142701	34	company:08056907	2016-01-06	Enquire Learning Trust
142702	42	company:09971348	2016-01-04	Bolton Impact Trust
142703	34	company:10035934	2016-01-04	
142704	34	company:08056907	2016-01-04	Enquire Learning Trust
142705	34	company:07472736	2016-01-04	Community Academies Trust (CAT)
142706	34	company:09199371	2016-01-04	The Rivers CofE Multi Academy Trust
142707	34	company:10049068	2016-01-04	
142708	34	company:09148738	2016-01-04	Learning in Harmony
142709	34	company:10049068	2016-01-04	
142710	34	company:07530373	2016-01-04	East Midlands Education Trust
142711	34	company:09999238	2016-01-04	
142712	34	company:07565242	2016-01-04	Peninsula Learning Trust
142713	34	company:10035844	2016-01-04	
142714	34	company:09978459	2016-01-06	
142717	34	company:08056907	2016-01-04	Enquire Learning Trust
142718	34	company:10035934	2016-01-04	
142719	42	company:09971348	2016-01-04	Bolton Impact Trust
142720	34	company:07728482	2016-01-04	
142721	34	company:07943613	2016-01-04	
142722	44	company:08153765	2016-01-04	Hornbeam Academy Trust
142723	34	company:07348231		Kemnal Academy Trust, The (TKAT)
142724	34	company:08106388	2016-01-04	
142725	34		2016-01-05	The Two Counties Trust
142726	34	company:10028278	2016-01-05	Leading Learning Trust
142727	34	company:10039553	2016-01-04	
142728	34	company:08075785	2016-01-04	The White Horse Federation
142729	34	company:10045230		
142730	34	company:07913261	2016-01-05	St John the Baptist Catholic Multi Academy Trust
142731	34	company:10037192		
142732	34	company:07913261	2016-01-05	St John the Baptist Catholic Multi Academy Trust
142733	34	company:09980467	2016-01-04	
142734	34	company:10034058	2016-01-04	
142735	34	company:10052450	2016-01-06	Royal Berkshire Schools Trust
142736	34	company:10034058	2016-01-04	
142737	34	company:07913261	2016-01-05	St John the Baptist Catholic Multi Academy Trust
142738	34	company:09980467	2016-01-04	
142739	34	company:10034058	2016-01-04	
142740	44	company:08476149	2016-01-04	Orchard Hill College
142741	34		2016-01-05	The Two Counties Trust
142742	34	company:09980467	2016-01-04	
142743	34	company:07943613	2016-01-04	
142744	44	company:10042321	2016-01-04	
142745	44	company:10042321	2016-01-04	
142746	42	company:09971348	2016-01-04	Bolton Impact Trust
142747	34	company:09980467	2016-01-04	
142748	34	company:07421140	2016-01-04	John Taylor High School
142749	34	company:10070417	2016-01-05	Five Rivers Academy Trust
142750	34	company:07633694	2016-01-07	Greenshaw Learning Trust (Greenshaw High School)
142751	34	company:07546118	2016-01-04	West Norfolk Academies Trust
142752	34	company:08980079	2016-01-04	Diocese of Derby
142753	34	company:09952066	2016-01-04	Portico Academy Trust
142754	34	company:10049139	2016-01-04	Comenius Academy Trust
142755	34	company:09999238	2016-01-04	
142756	34	company:09675372	2016-01-04	
142757	34	company:08738949		Diocese of Southwell & Nottingham
142758	42	company:09971348	2016-01-04	Bolton Impact Trust
142759	28	company:07341583	2016-01-05	Hartismere High School
142760	34	company:10067116	2016-01-04	
142761	28			
142762	28	company:07747126	2016-11-03	The Co-operative Group
142764	34	company:08358124	2016-01-04	
142765	28	company:09341839	2016-01-05	Northwood Park Primary School
142766	33	company:09971348	2016-01-05	Bolton Impact Trust
142767	28			
142768	33	company:10075893	2016-01-06	Nexus Multi Academy Trust
142769	28	company:07442789	2016-01-05	The de Ferrers Academy
142770	28	company:07913261	2016-01-05	St John the Baptist Catholic Multi Academy Trust
142775	28	company:08709542	2016-01-05	Diocese of Chelmsford
142785	28	company:08881720	2016-01-05	CECET The Church of England Central Education Trust
142786	28	company:07913261	2016-01-05	St John the Baptist Catholic Multi Academy Trust
142787	28	company:08296921	2016-01-06	L.E.A.D. Multi-Academy Trust
142788	28	company:10056460	2016-01-06	Plym Academy Trust
142789	34	company:08880841	2016-01-05	Truro and Penwith College
142790	34	company:09409109	2016-01-05	
142791	34	company:09409109	2016-01-05	
142792	34	company:07442789	2016-01-05	The de Ferrers Academy
142793	42	company:08425513	2016-01-05	TBAP Trust
142794	34	company:08531479	2016-01-05	Washwood Heath Academy
142795	44	company:10075893	2016-01-06	Nexus Multi Academy Trust
142797	44	company:10075893	2016-01-06	Nexus Multi Academy Trust
142798	34	company:07614421	2016-01-08	The Heath Family Trust
142799	34	company:07442789	2016-01-05	The de Ferrers Academy
142800	34	company:07630164	2016-01-06	West Somerset Academies Trust
142801	42	company:08702099	2016-01-05	
142802	34	company:10098444	2016-01-06	The Academy for Character and Excellence
142803	34	company:10098444	2016-01-06	The Academy for Character and Excellence
142804	34	company:08156955	2016-01-05	
142805	34	company:08545109	2016-01-05	The Ted Wragg Multi Academy Trust
142806	34	company:07913261	2016-01-05	St John the Baptist Catholic Multi Academy Trust
142807	34	company:08880841	2016-01-05	Truro and Penwith College
142808	42	company:08702099	2016-01-05	
142809	34	company:07421140	2016-01-05	John Taylor High School
142810	28	company:08464996		Diocese of Ely
142811	28			
142812	28			
